borough,crime_type,hour_of_day,incident_count
BROOKLYN,PETIT LARCENY OF MOTOR VEHICLE,10,1
BROOKLYN,PETIT LARCENY OF MOTOR VEHICLE,11,1
BROOKLYN,PETIT LARCENY OF MOTOR VEHICLE,18,1
BROOKLYN,PETIT LARCENY OF MOTOR VEHICLE,20,1
BROOKLYN,PETIT LARCENY OF MOTOR VEHICLE,21,1
BROOKLYN,POSSESSION OF STOLEN PROPERTY,0,3
BROOKLYN,POSSESSION OF STOLEN PROPERTY,1,2
BROOKLYN,POSSESSION OF STOLEN PROPERTY,2,1
BROOKLYN,POSSESSION OF STOLEN PROPERTY,3,1
BROOKLYN,POSSESSION OF STOLEN PROPERTY,5,2
BROOKLYN,POSSESSION OF STOLEN PROPERTY,8,3
BROOKLYN,POSSESSION OF STOLEN PROPERTY,9,2
BROOKLYN,POSSESSION OF STOLEN PROPERTY,11,1
BROOKLYN,POSSESSION OF STOLEN PROPERTY,12,2
BROOKLYN,POSSESSION OF STOLEN PROPERTY,13,2
BROOKLYN,POSSESSION OF STOLEN PROPERTY,14,3
BROOKLYN,POSSESSION OF STOLEN PROPERTY,15,5
BROOKLYN,POSSESSION OF STOLEN PROPERTY,16,3
BROOKLYN,POSSESSION OF STOLEN PROPERTY,17,7
BROOKLYN,POSSESSION OF STOLEN PROPERTY,18,6
BROOKLYN,POSSESSION OF STOLEN PROPERTY,19,3
BROOKLYN,POSSESSION OF STOLEN PROPERTY,20,5
BROOKLYN,POSSESSION OF STOLEN PROPERTY,21,4
BROOKLYN,POSSESSION OF STOLEN PROPERTY,22,8
BROOKLYN,POSSESSION OF STOLEN PROPERTY,23,2
BROOKLYN,PROSTITUTION & RELATED OFFENSES,0,2
BROOKLYN,PROSTITUTION & RELATED OFFENSES,15,1
BROOKLYN,PROSTITUTION & RELATED OFFENSES,18,3
BROOKLYN,PROSTITUTION & RELATED OFFENSES,19,1
BROOKLYN,PROSTITUTION & RELATED OFFENSES,20,1
BROOKLYN,RAPE,0,12
BROOKLYN,RAPE,1,3
BROOKLYN,RAPE,2,3
BROOKLYN,RAPE,3,4
BROOKLYN,RAPE,4,3
BROOKLYN,RAPE,5,2
BROOKLYN,RAPE,6,1
BROOKLYN,RAPE,11,1
BROOKLYN,RAPE,12,2
BROOKLYN,RAPE,15,3
BROOKLYN,RAPE,16,1
BROOKLYN,RAPE,18,1
BROOKLYN,RAPE,19,1
BROOKLYN,RAPE,20,3
BROOKLYN,RAPE,23,1
BROOKLYN,ROBBERY,0,16
BROOKLYN,ROBBERY,1,15
BROOKLYN,ROBBERY,2,11
BROOKLYN,ROBBERY,3,9
BROOKLYN,ROBBERY,4,10
BROOKLYN,ROBBERY,5,6
BROOKLYN,ROBBERY,6,6
BROOKLYN,ROBBERY,7,9
BROOKLYN,ROBBERY,8,9
BROOKLYN,ROBBERY,9,11
BROOKLYN,ROBBERY,10,12
BROOKLYN,ROBBERY,11,14
BROOKLYN,ROBBERY,12,9
BROOKLYN,ROBBERY,13,20
BROOKLYN,ROBBERY,14,22
BROOKLYN,ROBBERY,15,29
BROOKLYN,ROBBERY,16,23
BROOKLYN,ROBBERY,17,15
BROOKLYN,ROBBERY,18,30
BROOKLYN,ROBBERY,19,29
BROOKLYN,ROBBERY,20,28
BROOKLYN,ROBBERY,21,28
BROOKLYN,ROBBERY,22,18
BROOKLYN,ROBBERY,23,24
BROOKLYN,SEX CRIMES,0,34
BROOKLYN,SEX CRIMES,1,11
BROOKLYN,SEX CRIMES,2,4
BROOKLYN,SEX CRIMES,3,7
BROOKLYN,SEX CRIMES,4,6
BROOKLYN,SEX CRIMES,5,3
BROOKLYN,SEX CRIMES,6,4
BROOKLYN,SEX CRIMES,7,7
BROOKLYN,SEX CRIMES,8,4
BROOKLYN,SEX CRIMES,9,4
BROOKLYN,SEX CRIMES,10,7
BROOKLYN,SEX CRIMES,11,9
BROOKLYN,SEX CRIMES,12,7
BROOKLYN,SEX CRIMES,13,6
BROOKLYN,SEX CRIMES,14,6
BROOKLYN,SEX CRIMES,15,11
BROOKLYN,SEX CRIMES,16,8
BROOKLYN,SEX CRIMES,17,10
BROOKLYN,SEX CRIMES,18,5
BROOKLYN,SEX CRIMES,19,14
BROOKLYN,SEX CRIMES,20,10
BROOKLYN,SEX CRIMES,21,7
BROOKLYN,SEX CRIMES,22,10
BROOKLYN,SEX CRIMES,23,11
BROOKLYN,THEFT-FRAUD,0,15
BROOKLYN,THEFT-FRAUD,1,1
BROOKLYN,THEFT-FRAUD,2,1
BROOKLYN,THEFT-FRAUD,5,1
BROOKLYN,THEFT-FRAUD,6,1
BROOKLYN,THEFT-FRAUD,7,3
BROOKLYN,THEFT-FRAUD,8,7
BROOKLYN,THEFT-FRAUD,9,9
BROOKLYN,THEFT-FRAUD,10,7
BROOKLYN,THEFT-FRAUD,11,4
BROOKLYN,THEFT-FRAUD,12,10
BROOKLYN,THEFT-FRAUD,13,5
BROOKLYN,THEFT-FRAUD,14,4
BROOKLYN,THEFT-FRAUD,15,4
BROOKLYN,THEFT-FRAUD,16,2
BROOKLYN,THEFT-FRAUD,17,4
BROOKLYN,THEFT-FRAUD,18,2
BROOKLYN,THEFT-FRAUD,19,2
BROOKLYN,THEFT-FRAUD,22,2
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,0,2
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,1,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,2,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,3,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,7,2
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,9,3
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,10,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,11,4
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,12,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,13,5
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,15,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,16,4
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,17,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,18,3
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,19,4
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,20,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,21,3
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,22,1
BROOKLYN,UNAUTHORIZED USE OF A VEHICLE,23,5
BROOKLYN,VEHICLE AND TRAFFIC LAWS,0,31
BROOKLYN,VEHICLE AND TRAFFIC LAWS,1,27
BROOKLYN,VEHICLE AND TRAFFIC LAWS,2,11
BROOKLYN,VEHICLE AND TRAFFIC LAWS,3,9
BROOKLYN,VEHICLE AND TRAFFIC LAWS,4,9
BROOKLYN,VEHICLE AND TRAFFIC LAWS,5,10
BROOKLYN,VEHICLE AND TRAFFIC LAWS,6,8
BROOKLYN,VEHICLE AND TRAFFIC LAWS,7,11
BROOKLYN,VEHICLE AND TRAFFIC LAWS,8,17
BROOKLYN,VEHICLE AND TRAFFIC LAWS,9,17
BROOKLYN,VEHICLE AND TRAFFIC LAWS,10,20
BROOKLYN,VEHICLE AND TRAFFIC LAWS,11,18
BROOKLYN,VEHICLE AND TRAFFIC LAWS,12,13
BROOKLYN,VEHICLE AND TRAFFIC LAWS,13,14
BROOKLYN,VEHICLE AND TRAFFIC LAWS,14,19
BROOKLYN,VEHICLE AND TRAFFIC LAWS,15,30
BROOKLYN,VEHICLE AND TRAFFIC LAWS,16,39
BROOKLYN,VEHICLE AND TRAFFIC LAWS,17,52
BROOKLYN,VEHICLE AND TRAFFIC LAWS,18,50
BROOKLYN,VEHICLE AND TRAFFIC LAWS,19,56
BROOKLYN,VEHICLE AND TRAFFIC LAWS,20,48
BROOKLYN,VEHICLE AND TRAFFIC LAWS,21,35
BROOKLYN,VEHICLE AND TRAFFIC LAWS,22,29
BROOKLYN,VEHICLE AND TRAFFIC LAWS,23,21
MANHATTAN,ADMINISTRATIVE CODE,0,2
MANHATTAN,ADMINISTRATIVE CODE,1,3
MANHATTAN,ADMINISTRATIVE CODE,2,1
MANHATTAN,ADMINISTRATIVE CODE,3,2
MANHATTAN,ADMINISTRATIVE CODE,5,2
MANHATTAN,ADMINISTRATIVE CODE,12,1
MANHATTAN,ADMINISTRATIVE CODE,16,1
MANHATTAN,ADMINISTRATIVE CODE,17,1
MANHATTAN,ADMINISTRATIVE CODE,19,6
MANHATTAN,ADMINISTRATIVE CODE,20,2
MANHATTAN,ADMINISTRATIVE CODE,22,3
MANHATTAN,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,4,1
MANHATTAN,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,12,1
MANHATTAN,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,18,2
MANHATTAN,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,20,2
MANHATTAN,ARSON,1,2
MANHATTAN,ARSON,4,1
MANHATTAN,ARSON,7,1
MANHATTAN,ARSON,9,1
MANHATTAN,ARSON,10,2
MANHATTAN,ARSON,15,1
MANHATTAN,ARSON,19,1
MANHATTAN,ARSON,20,1
MANHATTAN,ARSON,21,1
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,0,52
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,1,50
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,2,36
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,3,35
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,4,31
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,5,24
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,6,18
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,7,31
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,8,24
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,9,32
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,10,35
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,11,41
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,12,42
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,13,56
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,14,58
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,15,49
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,16,58
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,17,71
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,18,77
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,19,54
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,20,46
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,21,68
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,22,57
MANHATTAN,ASSAULT 3 & RELATED OFFENSES,23,50
MANHATTAN,BURGLAR'S TOOLS,1,1
MANHATTAN,BURGLAR'S TOOLS,7,1
MANHATTAN,BURGLAR'S TOOLS,11,1
MANHATTAN,BURGLAR'S TOOLS,12,2
MANHATTAN,BURGLAR'S TOOLS,15,1
MANHATTAN,BURGLAR'S TOOLS,17,1
MANHATTAN,BURGLAR'S TOOLS,19,1
MANHATTAN,BURGLARY,0,19
MANHATTAN,BURGLARY,1,12
MANHATTAN,BURGLARY,2,20
MANHATTAN,BURGLARY,3,12
MANHATTAN,BURGLARY,4,17
MANHATTAN,BURGLARY,5,15
MANHATTAN,BURGLARY,6,14
MANHATTAN,BURGLARY,7,9
MANHATTAN,BURGLARY,8,7
MANHATTAN,BURGLARY,9,11
MANHATTAN,BURGLARY,10,5
MANHATTAN,BURGLARY,11,8
MANHATTAN,BURGLARY,12,6
MANHATTAN,BURGLARY,13,8
MANHATTAN,BURGLARY,14,16
MANHATTAN,BURGLARY,15,18
MANHATTAN,BURGLARY,16,15
MANHATTAN,BURGLARY,17,13
MANHATTAN,BURGLARY,18,8
MANHATTAN,BURGLARY,19,8
MANHATTAN,BURGLARY,20,7
MANHATTAN,BURGLARY,21,10
MANHATTAN,BURGLARY,22,14
MANHATTAN,BURGLARY,23,8
MANHATTAN,CANNABIS RELATED OFFENSES,8,1
MANHATTAN,CANNABIS RELATED OFFENSES,12,1
MANHATTAN,CANNABIS RELATED OFFENSES,13,1
MANHATTAN,CANNABIS RELATED OFFENSES,21,1
MANHATTAN,CHILD ABANDONMENT/NON SUPPORT,19,1
MANHATTAN,CHILD ABANDONMENT/NON SUPPORT,21,1
MANHATTAN,CHILD ABANDONMENT/NON SUPPORT,22,1
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,0,52
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,1,24
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,2,20
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,3,20
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,4,17
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,5,15
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,6,18
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,7,17
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,8,20
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,9,26
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,10,27
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,11,27
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,12,32
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,13,24
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,14,32
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,15,32
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,16,45
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,17,39
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,18,42
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,19,46
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,20,40
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,21,47
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,22,42
MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,23,32
MANHATTAN,CRIMINAL TRESPASS,0,2
MANHATTAN,CRIMINAL TRESPASS,1,3
MANHATTAN,CRIMINAL TRESPASS,2,1
MANHATTAN,CRIMINAL TRESPASS,3,3
MANHATTAN,CRIMINAL TRESPASS,5,1
MANHATTAN,CRIMINAL TRESPASS,6,1
MANHATTAN,CRIMINAL TRESPASS,7,2
MANHATTAN,CRIMINAL TRESPASS,8,1
MANHATTAN,CRIMINAL TRESPASS,9,3
MANHATTAN,CRIMINAL TRESPASS,10,3
MANHATTAN,CRIMINAL TRESPASS,11,6
MANHATTAN,CRIMINAL TRESPASS,12,6
MANHATTAN,CRIMINAL TRESPASS,13,2
MANHATTAN,CRIMINAL TRESPASS,14,5
MANHATTAN,CRIMINAL TRESPASS,15,1
MANHATTAN,CRIMINAL TRESPASS,16,8
MANHATTAN,CRIMINAL TRESPASS,17,2
MANHATTAN,CRIMINAL TRESPASS,18,3
MANHATTAN,CRIMINAL TRESPASS,19,3
MANHATTAN,CRIMINAL TRESPASS,20,2
MANHATTAN,CRIMINAL TRESPASS,21,3
MANHATTAN,CRIMINAL TRESPASS,22,2
MANHATTAN,CRIMINAL TRESPASS,23,4
MANHATTAN,DANGEROUS DRUGS,0,10
MANHATTAN,DANGEROUS DRUGS,1,14
MANHATTAN,DANGEROUS DRUGS,2,3
MANHATTAN,DANGEROUS DRUGS,3,6
MANHATTAN,DANGEROUS DRUGS,4,7
MANHATTAN,DANGEROUS DRUGS,6,5
MANHATTAN,DANGEROUS DRUGS,7,3
MANHATTAN,DANGEROUS DRUGS,8,6
MANHATTAN,DANGEROUS DRUGS,9,5
MANHATTAN,DANGEROUS DRUGS,10,9
MANHATTAN,DANGEROUS DRUGS,11,9
MANHATTAN,DANGEROUS DRUGS,12,14
MANHATTAN,DANGEROUS DRUGS,13,14
MANHATTAN,DANGEROUS DRUGS,14,17
MANHATTAN,DANGEROUS DRUGS,15,38
MANHATTAN,DANGEROUS DRUGS,16,48
MANHATTAN,DANGEROUS DRUGS,17,27
MANHATTAN,DANGEROUS DRUGS,18,17
MANHATTAN,DANGEROUS DRUGS,19,8
MANHATTAN,DANGEROUS DRUGS,20,21
MANHATTAN,DANGEROUS DRUGS,21,19
MANHATTAN,DANGEROUS DRUGS,22,13
MANHATTAN,DANGEROUS DRUGS,23,11
MANHATTAN,DANGEROUS WEAPONS,0,11
MANHATTAN,DANGEROUS WEAPONS,1,3
MANHATTAN,DANGEROUS WEAPONS,2,5
MANHATTAN,DANGEROUS WEAPONS,3,3
MANHATTAN,DANGEROUS WEAPONS,4,1
MANHATTAN,DANGEROUS WEAPONS,5,3
MANHATTAN,DANGEROUS WEAPONS,6,2
MANHATTAN,DANGEROUS WEAPONS,7,1
MANHATTAN,DANGEROUS WEAPONS,8,1
MANHATTAN,DANGEROUS WEAPONS,9,3
MANHATTAN,DANGEROUS WEAPONS,10,3
MANHATTAN,DANGEROUS WEAPONS,12,4
MANHATTAN,DANGEROUS WEAPONS,13,1
MANHATTAN,DANGEROUS WEAPONS,14,3
MANHATTAN,DANGEROUS WEAPONS,15,11
MANHATTAN,DANGEROUS WEAPONS,16,4
MANHATTAN,DANGEROUS WEAPONS,17,6
MANHATTAN,DANGEROUS WEAPONS,18,8
MANHATTAN,DANGEROUS WEAPONS,19,2
MANHATTAN,DANGEROUS WEAPONS,20,4
MANHATTAN,DANGEROUS WEAPONS,21,8
MANHATTAN,DANGEROUS WEAPONS,22,6
MANHATTAN,DANGEROUS WEAPONS,23,7
MANHATTAN,ENDAN WELFARE INCOMP,15,2
MANHATTAN,ESCAPE 3,21,1
MANHATTAN,FELONY ASSAULT,0,12
MANHATTAN,FELONY ASSAULT,1,19
MANHATTAN,FELONY ASSAULT,2,18
MANHATTAN,FELONY ASSAULT,3,16
MANHATTAN,FELONY ASSAULT,4,9
MANHATTAN,FELONY ASSAULT,5,6
MANHATTAN,FELONY ASSAULT,6,6
MANHATTAN,FELONY ASSAULT,7,6
MANHATTAN,FELONY ASSAULT,8,13
MANHATTAN,FELONY ASSAULT,9,12
MANHATTAN,FELONY ASSAULT,10,8
MANHATTAN,FELONY ASSAULT,11,19
MANHATTAN,FELONY ASSAULT,12,16
MANHATTAN,FELONY ASSAULT,13,14
MANHATTAN,FELONY ASSAULT,14,17
MANHATTAN,FELONY ASSAULT,15,20
MANHATTAN,FELONY ASSAULT,16,29
MANHATTAN,FELONY ASSAULT,17,28
MANHATTAN,FELONY ASSAULT,18,26
MANHATTAN,FELONY ASSAULT,19,29
MANHATTAN,FELONY ASSAULT,20,22
MANHATTAN,FELONY ASSAULT,21,22
MANHATTAN,FELONY ASSAULT,22,16
MANHATTAN,FELONY ASSAULT,23,18
MANHATTAN,FELONY SEX CRIMES,19,1
MANHATTAN,FORGERY,0,3
MANHATTAN,FORGERY,1,5
MANHATTAN,FORGERY,2,5
MANHATTAN,FORGERY,3,1
MANHATTAN,FORGERY,5,1
MANHATTAN,FORGERY,8,5
MANHATTAN,FORGERY,9,3
MANHATTAN,FORGERY,10,4
MANHATTAN,FORGERY,11,5
MANHATTAN,FORGERY,13,8
MANHATTAN,FORGERY,14,4
MANHATTAN,FORGERY,15,19
MANHATTAN,FORGERY,16,23
MANHATTAN,FORGERY,17,16
MANHATTAN,FORGERY,18,12
MANHATTAN,FORGERY,19,15
MANHATTAN,FORGERY,20,13
MANHATTAN,FORGERY,21,11
MANHATTAN,FORGERY,22,9
MANHATTAN,FORGERY,23,3
MANHATTAN,FRAUDS,0,7
MANHATTAN,FRAUDS,1,1
MANHATTAN,FRAUDS,3,1
MANHATTAN,FRAUDS,7,2
MANHATTAN,FRAUDS,8,3
MANHATTAN,FRAUDS,9,4
MANHATTAN,FRAUDS,10,1
MANHATTAN,FRAUDS,11,3
MANHATTAN,FRAUDS,12,7
MANHATTAN,FRAUDS,13,1
MANHATTAN,FRAUDS,14,3
MANHATTAN,FRAUDS,15,3
MANHATTAN,FRAUDS,16,3
MANHATTAN,FRAUDS,17,2
MANHATTAN,FRAUDS,18,5
MANHATTAN,FRAUDS,19,2
MANHATTAN,FRAUDS,20,1
MANHATTAN,FRAUDS,21,1
MANHATTAN,FRAUDS,23,2
MANHATTAN,FRAUDULENT ACCOSTING,7,1
MANHATTAN,FRAUDULENT ACCOSTING,9,1
MANHATTAN,FRAUDULENT ACCOSTING,14,1
MANHATTAN,GAMBLING,14,1
MANHATTAN,GRAND LARCENY,0,62
MANHATTAN,GRAND LARCENY,1,42
MANHATTAN,GRAND LARCENY,2,47
MANHATTAN,GRAND LARCENY,3,32
MANHATTAN,GRAND LARCENY,4,24
MANHATTAN,GRAND LARCENY,5,15
MANHATTAN,GRAND LARCENY,6,13
MANHATTAN,GRAND LARCENY,7,21
MANHATTAN,GRAND LARCENY,8,51
MANHATTAN,GRAND LARCENY,9,83
MANHATTAN,GRAND LARCENY,10,71
MANHATTAN,GRAND LARCENY,11,90
MANHATTAN,GRAND LARCENY,12,118
MANHATTAN,GRAND LARCENY,13,105
MANHATTAN,GRAND LARCENY,14,133
MANHATTAN,GRAND LARCENY,15,150
MANHATTAN,GRAND LARCENY,16,138
MANHATTAN,GRAND LARCENY,17,140
MANHATTAN,GRAND LARCENY,18,162
MANHATTAN,GRAND LARCENY,19,149
MANHATTAN,GRAND LARCENY,20,90
MANHATTAN,GRAND LARCENY,21,59
MANHATTAN,GRAND LARCENY,22,51
MANHATTAN,GRAND LARCENY,23,57
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,0,10
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,1,9
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,2,5
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,3,11
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,4,2
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,5,3
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,6,2
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,7,2
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,8,1
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,9,3
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,10,7
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,11,1
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,12,10
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,13,10
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,14,9
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,15,3
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,16,6
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,17,9
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,18,12
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,19,12
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,20,6
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,21,5
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,22,11
MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,23,8
MANHATTAN,HARRASSMENT 2,0,38
MANHATTAN,HARRASSMENT 2,1,31
MANHATTAN,HARRASSMENT 2,2,19
MANHATTAN,HARRASSMENT 2,3,29
MANHATTAN,HARRASSMENT 2,4,17
MANHATTAN,HARRASSMENT 2,5,21
MANHATTAN,HARRASSMENT 2,6,29
MANHATTAN,HARRASSMENT 2,7,39
MANHATTAN,HARRASSMENT 2,8,78
MANHATTAN,HARRASSMENT 2,9,60
MANHATTAN,HARRASSMENT 2,10,69
MANHATTAN,HARRASSMENT 2,11,83
MANHATTAN,HARRASSMENT 2,12,110
MANHATTAN,HARRASSMENT 2,13,76
MANHATTAN,HARRASSMENT 2,14,73
MANHATTAN,HARRASSMENT 2,15,95
MANHATTAN,HARRASSMENT 2,16,90
MANHATTAN,HARRASSMENT 2,17,96
MANHATTAN,HARRASSMENT 2,18,88
MANHATTAN,HARRASSMENT 2,19,100
MANHATTAN,HARRASSMENT 2,20,76
MANHATTAN,HARRASSMENT 2,21,57
MANHATTAN,HARRASSMENT 2,22,51
MANHATTAN,HARRASSMENT 2,23,49
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,0,1
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,1,1
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,2,1
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,3,3
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,4,3
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,5,3
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,12,1
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,13,2
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,16,2
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,17,1
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,19,1
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,20,3
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,21,2
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,22,2
MANHATTAN,INTOXICATED & IMPAIRED DRIVING,23,1
MANHATTAN,INTOXICATED/IMPAIRED DRIVING,18,1
MANHATTAN,JOSTLING,2,2
MANHATTAN,JOSTLING,3,1
MANHATTAN,JOSTLING,14,1
MANHATTAN,JOSTLING,15,1
MANHATTAN,JOSTLING,17,1
MANHATTAN,JOSTLING,18,4
MANHATTAN,JOSTLING,20,4
MANHATTAN,JOSTLING,22,1
MANHATTAN,KIDNAPPING & RELATED OFFENSES,9,1
MANHATTAN,KIDNAPPING & RELATED OFFENSES,18,1
MANHATTAN,MISCELLANEOUS PENAL LAW,0,11
MANHATTAN,MISCELLANEOUS PENAL LAW,1,12
MANHATTAN,MISCELLANEOUS PENAL LAW,2,5
MANHATTAN,MISCELLANEOUS PENAL LAW,3,6
MANHATTAN,MISCELLANEOUS PENAL LAW,4,2
MANHATTAN,MISCELLANEOUS PENAL LAW,5,6
MANHATTAN,MISCELLANEOUS PENAL LAW,6,7
MANHATTAN,MISCELLANEOUS PENAL LAW,7,2
MANHATTAN,MISCELLANEOUS PENAL LAW,8,17
MANHATTAN,MISCELLANEOUS PENAL LAW,9,4
MANHATTAN,MISCELLANEOUS PENAL LAW,10,11
MANHATTAN,MISCELLANEOUS PENAL LAW,11,14
MANHATTAN,MISCELLANEOUS PENAL LAW,12,12
MANHATTAN,MISCELLANEOUS PENAL LAW,13,13
MANHATTAN,MISCELLANEOUS PENAL LAW,14,12
MANHATTAN,MISCELLANEOUS PENAL LAW,15,6
MANHATTAN,MISCELLANEOUS PENAL LAW,16,8
MANHATTAN,MISCELLANEOUS PENAL LAW,17,18
MANHATTAN,MISCELLANEOUS PENAL LAW,18,17
MANHATTAN,MISCELLANEOUS PENAL LAW,19,12
MANHATTAN,MISCELLANEOUS PENAL LAW,20,10
MANHATTAN,MISCELLANEOUS PENAL LAW,21,9
MANHATTAN,MISCELLANEOUS PENAL LAW,22,19
MANHATTAN,MISCELLANEOUS PENAL LAW,23,5
MANHATTAN,MURDER & NON-NEGL. MANSLAUGHTER,18,1
MANHATTAN,MURDER & NON-NEGL. MANSLAUGHTER,22,2
MANHATTAN,MURDER & NON-NEGL. MANSLAUGHTER,23,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,0,6
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,1,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,3,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,9,1
