borough,crime_type,hour_of_day,incident_count
QUEENS,GRAND LARCENY,5,13
QUEENS,GRAND LARCENY,6,9
QUEENS,GRAND LARCENY,7,13
QUEENS,GRAND LARCENY,8,25
QUEENS,GRAND LARCENY,9,48
QUEENS,GRAND LARCENY,10,33
QUEENS,GRAND LARCENY,11,43
QUEENS,GRAND LARCENY,12,73
QUEENS,GRAND LARCENY,13,59
QUEENS,GRAND LARCENY,14,50
QUEENS,GRAND LARCENY,15,54
QUEENS,GRAND LARCENY,16,42
QUEENS,GRAND LARCENY,17,51
QUEENS,GRAND LARCENY,18,46
QUEENS,GRAND LARCENY,19,48
QUEENS,GRAND LARCENY,20,48
QUEENS,GRAND LARCENY,21,35
QUEENS,GRAND LARCENY,22,35
QUEENS,GRAND LARCENY,23,30
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,0,17
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,1,22
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,2,18
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,3,28
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,4,11
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,5,14
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,6,13
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,7,3
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,8,1
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,9,7
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,10,15
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,11,16
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,12,11
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,13,10
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,14,12
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,15,12
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,16,17
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,17,21
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,18,41
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,19,26
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,20,32
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,21,35
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,22,18
QUEENS,GRAND LARCENY OF MOTOR VEHICLE,23,18
QUEENS,HARRASSMENT 2,0,46
QUEENS,HARRASSMENT 2,1,43
QUEENS,HARRASSMENT 2,2,34
QUEENS,HARRASSMENT 2,3,17
QUEENS,HARRASSMENT 2,4,15
QUEENS,HARRASSMENT 2,5,25
QUEENS,HARRASSMENT 2,6,23
QUEENS,HARRASSMENT 2,7,42
QUEENS,HARRASSMENT 2,8,70
QUEENS,HARRASSMENT 2,9,88
QUEENS,HARRASSMENT 2,10,71
QUEENS,HARRASSMENT 2,11,79
QUEENS,HARRASSMENT 2,12,87
QUEENS,HARRASSMENT 2,13,93
QUEENS,HARRASSMENT 2,14,85
QUEENS,HARRASSMENT 2,15,104
QUEENS,HARRASSMENT 2,16,92
QUEENS,HARRASSMENT 2,17,77
QUEENS,HARRASSMENT 2,18,106
QUEENS,HARRASSMENT 2,19,85
QUEENS,HARRASSMENT 2,20,65
QUEENS,HARRASSMENT 2,21,62
QUEENS,HARRASSMENT 2,22,72
QUEENS,HARRASSMENT 2,23,43
QUEENS,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",4,4
QUEENS,INTOXICATED & IMPAIRED DRIVING,0,6
QUEENS,INTOXICATED & IMPAIRED DRIVING,1,11
QUEENS,INTOXICATED & IMPAIRED DRIVING,2,11
QUEENS,INTOXICATED & IMPAIRED DRIVING,3,3
QUEENS,INTOXICATED & IMPAIRED DRIVING,4,10
QUEENS,INTOXICATED & IMPAIRED DRIVING,5,4
QUEENS,INTOXICATED & IMPAIRED DRIVING,6,5
QUEENS,INTOXICATED & IMPAIRED DRIVING,7,1
QUEENS,INTOXICATED & IMPAIRED DRIVING,8,2
QUEENS,INTOXICATED & IMPAIRED DRIVING,9,2
QUEENS,INTOXICATED & IMPAIRED DRIVING,11,1
QUEENS,INTOXICATED & IMPAIRED DRIVING,14,1
QUEENS,INTOXICATED & IMPAIRED DRIVING,15,1
QUEENS,INTOXICATED & IMPAIRED DRIVING,16,1
QUEENS,INTOXICATED & IMPAIRED DRIVING,17,4
QUEENS,INTOXICATED & IMPAIRED DRIVING,18,2
QUEENS,INTOXICATED & IMPAIRED DRIVING,19,7
QUEENS,INTOXICATED & IMPAIRED DRIVING,20,8
QUEENS,INTOXICATED & IMPAIRED DRIVING,21,6
QUEENS,INTOXICATED & IMPAIRED DRIVING,22,6
QUEENS,INTOXICATED & IMPAIRED DRIVING,23,16
QUEENS,JOSTLING,3,2
QUEENS,KIDNAPPING & RELATED OFFENSES,0,2
QUEENS,KIDNAPPING & RELATED OFFENSES,21,1
QUEENS,MISCELLANEOUS PENAL LAW,0,29
QUEENS,MISCELLANEOUS PENAL LAW,1,12
QUEENS,MISCELLANEOUS PENAL LAW,2,14
QUEENS,MISCELLANEOUS PENAL LAW,3,9
QUEENS,MISCELLANEOUS PENAL LAW,4,6
QUEENS,MISCELLANEOUS PENAL LAW,5,6
QUEENS,MISCELLANEOUS PENAL LAW,6,10
QUEENS,MISCELLANEOUS PENAL LAW,7,9
QUEENS,MISCELLANEOUS PENAL LAW,8,12
QUEENS,MISCELLANEOUS PENAL LAW,9,12
QUEENS,MISCELLANEOUS PENAL LAW,10,15
QUEENS,MISCELLANEOUS PENAL LAW,11,20
QUEENS,MISCELLANEOUS PENAL LAW,12,27
QUEENS,MISCELLANEOUS PENAL LAW,13,17
QUEENS,MISCELLANEOUS PENAL LAW,14,18
QUEENS,MISCELLANEOUS PENAL LAW,15,28
QUEENS,MISCELLANEOUS PENAL LAW,16,25
QUEENS,MISCELLANEOUS PENAL LAW,17,19
QUEENS,MISCELLANEOUS PENAL LAW,18,23
QUEENS,MISCELLANEOUS PENAL LAW,19,28
QUEENS,MISCELLANEOUS PENAL LAW,20,24
QUEENS,MISCELLANEOUS PENAL LAW,21,20
QUEENS,MISCELLANEOUS PENAL LAW,22,18
QUEENS,MISCELLANEOUS PENAL LAW,23,18
QUEENS,MURDER & NON-NEGL. MANSLAUGHTER,4,4
QUEENS,MURDER & NON-NEGL. MANSLAUGHTER,5,1
QUEENS,MURDER & NON-NEGL. MANSLAUGHTER,15,1
QUEENS,MURDER & NON-NEGL. MANSLAUGHTER,18,1
QUEENS,MURDER & NON-NEGL. MANSLAUGHTER,23,1
QUEENS,NEW YORK CITY HEALTH CODE,15,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,0,3
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,2,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,3,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,4,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,6,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,10,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,11,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,15,2
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,16,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,17,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,18,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,20,1
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,21,2
QUEENS,NYS LAWS-UNCLASSIFIED FELONY,22,2
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,0,8
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,1,7
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,2,4
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,3,2
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,4,4
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,5,3
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,6,3
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,7,13
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,8,16
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,9,10
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,10,8
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,11,19
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,12,25
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,13,19
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,14,12
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,15,17
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,16,18
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,17,20
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,18,9
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,19,17
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,20,17
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,21,16
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,22,16
QUEENS,OFF. AGNST PUB ORD SENSBLTY &,23,9
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,0,6
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,1,4
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,2,5
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,3,1
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,4,1
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,6,2
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,7,1
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,8,3
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,9,4
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,10,3
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,11,5
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,12,2
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,13,4
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,14,7
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,15,6
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,16,4
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,17,5
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,18,2
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,19,11
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,20,5
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,21,7
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,22,7
QUEENS,OFFENSES AGAINST PUBLIC ADMINI,23,8
QUEENS,OFFENSES AGAINST THE PERSON,0,1
QUEENS,OFFENSES AGAINST THE PERSON,1,1
QUEENS,OFFENSES AGAINST THE PERSON,2,3
QUEENS,OFFENSES AGAINST THE PERSON,4,2
QUEENS,OFFENSES AGAINST THE PERSON,8,1
QUEENS,OFFENSES AGAINST THE PERSON,9,4
QUEENS,OFFENSES AGAINST THE PERSON,10,2
QUEENS,OFFENSES AGAINST THE PERSON,13,2
QUEENS,OFFENSES AGAINST THE PERSON,14,3
QUEENS,OFFENSES AGAINST THE PERSON,15,3
QUEENS,OFFENSES AGAINST THE PERSON,16,3
QUEENS,OFFENSES AGAINST THE PERSON,18,1
QUEENS,OFFENSES AGAINST THE PERSON,19,1
QUEENS,OFFENSES AGAINST THE PERSON,21,3
QUEENS,OFFENSES AGAINST THE PERSON,22,1
QUEENS,OFFENSES AGAINST THE PERSON,23,1
QUEENS,OFFENSES INVOLVING FRAUD,3,1
QUEENS,OFFENSES INVOLVING FRAUD,6,1
QUEENS,OFFENSES INVOLVING FRAUD,7,2
QUEENS,OFFENSES INVOLVING FRAUD,8,2
QUEENS,OFFENSES INVOLVING FRAUD,9,1
QUEENS,OFFENSES INVOLVING FRAUD,11,2
QUEENS,OFFENSES INVOLVING FRAUD,12,3
QUEENS,OFFENSES INVOLVING FRAUD,13,3
QUEENS,OFFENSES INVOLVING FRAUD,14,2
QUEENS,OFFENSES INVOLVING FRAUD,15,2
QUEENS,OFFENSES INVOLVING FRAUD,16,4
QUEENS,OFFENSES INVOLVING FRAUD,17,6
QUEENS,OFFENSES INVOLVING FRAUD,18,8
QUEENS,OFFENSES INVOLVING FRAUD,19,3
QUEENS,OFFENSES INVOLVING FRAUD,20,9
QUEENS,OFFENSES INVOLVING FRAUD,21,3
QUEENS,OFFENSES INVOLVING FRAUD,22,3
QUEENS,OFFENSES INVOLVING FRAUD,23,3
QUEENS,OFFENSES RELATED TO CHILDREN,20,1
QUEENS,OFFENSES RELATED TO CHILDREN,21,3
QUEENS,OTHER OFFENSES RELATED TO THEF,1,3
QUEENS,OTHER OFFENSES RELATED TO THEF,2,2
QUEENS,OTHER OFFENSES RELATED TO THEF,5,1
QUEENS,OTHER OFFENSES RELATED TO THEF,7,1
QUEENS,OTHER OFFENSES RELATED TO THEF,8,1
QUEENS,OTHER OFFENSES RELATED TO THEF,9,5
QUEENS,OTHER OFFENSES RELATED TO THEF,10,2
QUEENS,OTHER OFFENSES RELATED TO THEF,11,4
QUEENS,OTHER OFFENSES RELATED TO THEF,12,4
QUEENS,OTHER OFFENSES RELATED TO THEF,13,2
QUEENS,OTHER OFFENSES RELATED TO THEF,14,2
QUEENS,OTHER OFFENSES RELATED TO THEF,15,6
QUEENS,OTHER OFFENSES RELATED TO THEF,16,2
QUEENS,OTHER OFFENSES RELATED TO THEF,17,3
QUEENS,OTHER OFFENSES RELATED TO THEF,18,5
QUEENS,OTHER OFFENSES RELATED TO THEF,19,4
QUEENS,OTHER OFFENSES RELATED TO THEF,20,10
QUEENS,OTHER OFFENSES RELATED TO THEF,21,3
QUEENS,OTHER OFFENSES RELATED TO THEF,22,4
QUEENS,OTHER OFFENSES RELATED TO THEF,23,8
QUEENS,OTHER STATE LAWS,15,1
QUEENS,OTHER STATE LAWS,21,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,6,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,8,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,12,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,13,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,14,2
QUEENS,OTHER STATE LAWS (NON PENAL LA,17,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,18,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,19,1
QUEENS,OTHER STATE LAWS (NON PENAL LA,20,4
QUEENS,OTHER STATE LAWS (NON PENAL LA,23,2
QUEENS,PETIT LARCENY,0,40
QUEENS,PETIT LARCENY,1,40
QUEENS,PETIT LARCENY,2,22
QUEENS,PETIT LARCENY,3,21
QUEENS,PETIT LARCENY,4,27
QUEENS,PETIT LARCENY,5,16
QUEENS,PETIT LARCENY,6,25
QUEENS,PETIT LARCENY,7,70
QUEENS,PETIT LARCENY,8,103
QUEENS,PETIT LARCENY,9,144
QUEENS,PETIT LARCENY,10,134
QUEENS,PETIT LARCENY,11,136
QUEENS,PETIT LARCENY,12,185
QUEENS,PETIT LARCENY,13,146
QUEENS,PETIT LARCENY,14,141
QUEENS,PETIT LARCENY,15,181
QUEENS,PETIT LARCENY,16,208
QUEENS,PETIT LARCENY,17,166
QUEENS,PETIT LARCENY,18,130
QUEENS,PETIT LARCENY,19,122
QUEENS,PETIT LARCENY,20,123
QUEENS,PETIT LARCENY,21,89
QUEENS,PETIT LARCENY,22,76
QUEENS,PETIT LARCENY,23,55
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,2,1
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,4,2
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,6,2
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,8,1
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,9,1
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,17,1
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,20,1
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,21,2
QUEENS,PETIT LARCENY OF MOTOR VEHICLE,23,2
QUEENS,POSSESSION OF STOLEN PROPERTY,0,3
QUEENS,POSSESSION OF STOLEN PROPERTY,1,1
QUEENS,POSSESSION OF STOLEN PROPERTY,2,1
QUEENS,POSSESSION OF STOLEN PROPERTY,3,2
QUEENS,POSSESSION OF STOLEN PROPERTY,9,1
QUEENS,POSSESSION OF STOLEN PROPERTY,10,3
QUEENS,POSSESSION OF STOLEN PROPERTY,12,2
QUEENS,POSSESSION OF STOLEN PROPERTY,13,3
QUEENS,POSSESSION OF STOLEN PROPERTY,14,2
QUEENS,POSSESSION OF STOLEN PROPERTY,15,4
QUEENS,POSSESSION OF STOLEN PROPERTY,16,6
QUEENS,POSSESSION OF STOLEN PROPERTY,17,1
QUEENS,POSSESSION OF STOLEN PROPERTY,18,3
QUEENS,POSSESSION OF STOLEN PROPERTY,19,3
QUEENS,POSSESSION OF STOLEN PROPERTY,20,5
QUEENS,POSSESSION OF STOLEN PROPERTY,21,6
QUEENS,POSSESSION OF STOLEN PROPERTY,22,2
QUEENS,POSSESSION OF STOLEN PROPERTY,23,2
QUEENS,PROSTITUTION & RELATED OFFENSES,15,1
QUEENS,PROSTITUTION & RELATED OFFENSES,16,4
QUEENS,PROSTITUTION & RELATED OFFENSES,17,1
QUEENS,RAPE,0,13
QUEENS,RAPE,1,1
QUEENS,RAPE,2,1
QUEENS,RAPE,3,3
QUEENS,RAPE,5,1
QUEENS,RAPE,8,2
QUEENS,RAPE,11,1
QUEENS,RAPE,12,1
QUEENS,RAPE,13,3
QUEENS,RAPE,15,4
QUEENS,RAPE,16,2
QUEENS,RAPE,17,2
QUEENS,RAPE,20,4
QUEENS,RAPE,22,2
QUEENS,RAPE,23,1
QUEENS,ROBBERY,0,21
QUEENS,ROBBERY,1,16
QUEENS,ROBBERY,2,11
QUEENS,ROBBERY,3,24
QUEENS,ROBBERY,4,25
QUEENS,ROBBERY,5,12
QUEENS,ROBBERY,6,4
QUEENS,ROBBERY,7,1
QUEENS,ROBBERY,8,5
QUEENS,ROBBERY,9,12
QUEENS,ROBBERY,10,8
QUEENS,ROBBERY,11,7
QUEENS,ROBBERY,12,11
QUEENS,ROBBERY,13,11
QUEENS,ROBBERY,14,8
QUEENS,ROBBERY,15,12
QUEENS,ROBBERY,16,19
QUEENS,ROBBERY,17,13
QUEENS,ROBBERY,18,15
QUEENS,ROBBERY,19,27
QUEENS,ROBBERY,20,14
QUEENS,ROBBERY,21,30
QUEENS,ROBBERY,22,17
QUEENS,ROBBERY,23,15
QUEENS,SEX CRIMES,0,22
QUEENS,SEX CRIMES,1,4
QUEENS,SEX CRIMES,2,4
QUEENS,SEX CRIMES,3,3
QUEENS,SEX CRIMES,4,2
QUEENS,SEX CRIMES,5,7
QUEENS,SEX CRIMES,6,7
QUEENS,SEX CRIMES,7,3
QUEENS,SEX CRIMES,8,10
QUEENS,SEX CRIMES,9,7
QUEENS,SEX CRIMES,10,2
QUEENS,SEX CRIMES,11,5
QUEENS,SEX CRIMES,12,9
QUEENS,SEX CRIMES,13,2
QUEENS,SEX CRIMES,14,6
QUEENS,SEX CRIMES,15,14
QUEENS,SEX CRIMES,16,14
QUEENS,SEX CRIMES,17,12
QUEENS,SEX CRIMES,18,11
QUEENS,SEX CRIMES,19,11
QUEENS,SEX CRIMES,20,6
QUEENS,SEX CRIMES,21,19
QUEENS,SEX CRIMES,22,10
QUEENS,SEX CRIMES,23,23
QUEENS,THEFT-FRAUD,0,10
QUEENS,THEFT-FRAUD,1,1
QUEENS,THEFT-FRAUD,2,2
QUEENS,THEFT-FRAUD,4,2
QUEENS,THEFT-FRAUD,6,2
QUEENS,THEFT-FRAUD,7,2
QUEENS,THEFT-FRAUD,8,4
QUEENS,THEFT-FRAUD,9,8
QUEENS,THEFT-FRAUD,10,6
QUEENS,THEFT-FRAUD,11,1
QUEENS,THEFT-FRAUD,12,5
QUEENS,THEFT-FRAUD,13,5
QUEENS,THEFT-FRAUD,14,8
QUEENS,THEFT-FRAUD,15,4
QUEENS,THEFT-FRAUD,16,2
QUEENS,THEFT-FRAUD,17,2
QUEENS,THEFT-FRAUD,20,1
QUEENS,THEFT-FRAUD,22,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,0,3
QUEENS,UNAUTHORIZED USE OF A VEHICLE,1,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,2,2
QUEENS,UNAUTHORIZED USE OF A VEHICLE,5,3
QUEENS,UNAUTHORIZED USE OF A VEHICLE,6,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,7,2
QUEENS,UNAUTHORIZED USE OF A VEHICLE,9,3
QUEENS,UNAUTHORIZED USE OF A VEHICLE,10,3
QUEENS,UNAUTHORIZED USE OF A VEHICLE,11,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,12,2
QUEENS,UNAUTHORIZED USE OF A VEHICLE,14,2
QUEENS,UNAUTHORIZED USE OF A VEHICLE,15,3
QUEENS,UNAUTHORIZED USE OF A VEHICLE,16,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,17,3
QUEENS,UNAUTHORIZED USE OF A VEHICLE,18,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,20,4
QUEENS,UNAUTHORIZED USE OF A VEHICLE,21,2
QUEENS,UNAUTHORIZED USE OF A VEHICLE,22,1
QUEENS,UNAUTHORIZED USE OF A VEHICLE,23,2
QUEENS,VEHICLE AND TRAFFIC LAWS,0,17
QUEENS,VEHICLE AND TRAFFIC LAWS,1,13
QUEENS,VEHICLE AND TRAFFIC LAWS,2,7
QUEENS,VEHICLE AND TRAFFIC LAWS,3,6
QUEENS,VEHICLE AND TRAFFIC LAWS,4,9
QUEENS,VEHICLE AND TRAFFIC LAWS,5,11
QUEENS,VEHICLE AND TRAFFIC LAWS,6,6
QUEENS,VEHICLE AND TRAFFIC LAWS,7,8
QUEENS,VEHICLE AND TRAFFIC LAWS,8,13
QUEENS,VEHICLE AND TRAFFIC LAWS,9,13
QUEENS,VEHICLE AND TRAFFIC LAWS,10,8
QUEENS,VEHICLE AND TRAFFIC LAWS,11,12
QUEENS,VEHICLE AND TRAFFIC LAWS,12,27
QUEENS,VEHICLE AND TRAFFIC LAWS,13,17
QUEENS,VEHICLE AND TRAFFIC LAWS,14,20
QUEENS,VEHICLE AND TRAFFIC LAWS,15,27
QUEENS,VEHICLE AND TRAFFIC LAWS,16,32
QUEENS,VEHICLE AND TRAFFIC LAWS,17,33
QUEENS,VEHICLE AND TRAFFIC LAWS,18,35
QUEENS,VEHICLE AND TRAFFIC LAWS,19,40
QUEENS,VEHICLE AND TRAFFIC LAWS,20,34
QUEENS,VEHICLE AND TRAFFIC LAWS,21,24
QUEENS,VEHICLE AND TRAFFIC LAWS,22,22
QUEENS,VEHICLE AND TRAFFIC LAWS,23,18
STATEN ISLAND,ADMINISTRATIVE CODE,9,2
STATEN ISLAND,ADMINISTRATIVE CODE,14,1
STATEN ISLAND,ADMINISTRATIVE CODE,18,1
STATEN ISLAND,ADMINISTRATIVE CODE,21,1
STATEN ISLAND,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,17,1
STATEN ISLAND,ARSON,2,1
STATEN ISLAND,ARSON,13,3
STATEN ISLAND,ARSON,14,1
STATEN ISLAND,ARSON,15,1
STATEN ISLAND,ARSON,20,1
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,0,9
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,1,6
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,2,10
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,3,9
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,4,3
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,5,4
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,7,7
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,8,9
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,9,9
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,10,6
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,11,4
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,12,7
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,13,12
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,14,7
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,15,19
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,16,15
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,17,15
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,18,12
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,19,8
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,20,13
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,21,9
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,22,9
STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,23,5
STATEN ISLAND,BURGLAR'S TOOLS,17,1
STATEN ISLAND,BURGLARY,1,4
STATEN ISLAND,BURGLARY,2,2
STATEN ISLAND,BURGLARY,3,2
STATEN ISLAND,BURGLARY,4,4
STATEN ISLAND,BURGLARY,5,2
STATEN ISLAND,BURGLARY,6,1
STATEN ISLAND,BURGLARY,8,1
STATEN ISLAND,BURGLARY,9,3
STATEN ISLAND,BURGLARY,12,1
STATEN ISLAND,BURGLARY,14,1
STATEN ISLAND,BURGLARY,15,3
STATEN ISLAND,BURGLARY,16,3
STATEN ISLAND,BURGLARY,17,4
STATEN ISLAND,BURGLARY,18,3
STATEN ISLAND,BURGLARY,19,2
STATEN ISLAND,BURGLARY,20,1
STATEN ISLAND,BURGLARY,21,5
STATEN ISLAND,BURGLARY,23,4
STATEN ISLAND,CANNABIS RELATED OFFENSES,1,1
STATEN ISLAND,CANNABIS RELATED OFFENSES,18,1
STATEN ISLAND,CANNABIS RELATED OFFENSES,23,1
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,0,5
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,1,6
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,2,5
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,3,6
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,4,5
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,5,2
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,6,4
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,7,5
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,8,4
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,9,11
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,10,10
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,11,12
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,12,8
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,13,13
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,14,5
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,15,13
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,16,5
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,17,9
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,18,6
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,19,10
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,20,9
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,21,12
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,22,13
STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,23,9
STATEN ISLAND,CRIMINAL TRESPASS,0,1
STATEN ISLAND,CRIMINAL TRESPASS,2,2
