borough,cuisine,name,rating,reduced_cuisine
Queens,Fish & Chips,Nita Fish And Fry,5.0,Other
Queens,Latin American,Organic Food Natural Juice & Coffee Shop Corp II,5.0,Latin American
Queens,Juice Bars & Smoothies,Organic Food Natural Juice & Coffee Shop Corp II,5.0,Cafe & Drinks
Queens,Coffee & Tea,Organic Food Natural Juice & Coffee Shop Corp II,5.0,Cafe & Drinks
Queens,Mexican,Xime Deli,4.8,Latin American
Queens,Beer Bar,Xime Deli,4.8,Bars & Nightlife
Queens,Bakeries,La Elegancia,5.0,Other
Queens,Seafood,La Elegancia,5.0,Seafood
Queens,Breakfast & Brunch,La Elegancia,5.0,American
Queens,Venues & Event Spaces,City View Rooftop,4.8,Other
Queens,New American,City View Rooftop,4.8,American
Queens,Cocktail Bars,City View Rooftop,4.8,Bars & Nightlife
Queens,Ramen,Eaton Cafe,5.0,Asian
Queens,Japanese,Nami Sushi,4.8,Asian
Queens,Sushi Bars,Nami Sushi,4.8,Asian
Queens,Seafood,Nami Sushi,4.8,Seafood
Queens,Middle Eastern,Shawarma Spot,4.8,Other
Queens,Mediterranean,Shawarma Spot,4.8,Middle Eastern & Mediterranean
Queens,Caribbean,B&B Flavors Of The Caribbean,5.0,Other
Queens,Mexican,Mi Cholulita Bella,4.8,Latin American
Queens,Korean,Yoodon,4.8,Asian
Queens,Noodles,Yoodon,4.8,Asian
Queens,Pizza,La CuCa Pizzeria,4.8,European
Queens,Tacos,La CuCa Pizzeria,4.8,Latin American
Queens,Chicken Wings,La CuCa Pizzeria,4.8,Fast Food
Queens,Pakistani,Naimat Sweets and Restaurant,5.0,Asian
Queens,Indian,Naimat Sweets and Restaurant,5.0,Asian
Queens,Bangladeshi,Naimat Sweets and Restaurant,5.0,Asian
Queens,Bakeries,Cattleya Latin Cuisine,5.0,Other
Queens,Latin American,Cattleya Latin Cuisine,5.0,Latin American
Queens,Breakfast & Brunch,Cattleya Latin Cuisine,5.0,American
Queens,African,Jollof Cafe & Grill,4.8,African
Queens,Sandwiches,Jollof Cafe & Grill,4.8,Sandwiches
Queens,Gastropubs,The Alcove,4.7,Other
Queens,Tapas Bars,The Alcove,4.7,European
Queens,Breakfast & Brunch,The Alcove,4.7,American
Queens,Korean,GUPJI,4.7,Asian
Queens,Seafood,GUPJI,4.7,Seafood
Queens,Korean,Jang Dok Dae,4.7,Asian
Queens,Cuban,Rincon Criollo,4.6,Latin American
Queens,Seafood,Rincon Criollo,4.6,Seafood
Queens,Cocktail Bars,Rincon Criollo,4.6,Bars & Nightlife
Queens,Indian,Paratha Wala,4.6,Asian
Queens,Halal,Paratha Wala,4.6,Middle Eastern & Mediterranean
Queens,Bangladeshi,Paratha Wala,4.6,Asian
Queens,Chinese,Gao's Crab & Kabob,4.6,Asian
Queens,Barbeque,Gao's Crab & Kabob,4.6,Barbeque
Queens,Seafood,Gao's Crab & Kabob,4.6,Seafood
Queens,Thai,Prode,4.6,Asian
Queens,Seafood,Prode,4.6,Seafood
Queens,Cocktail Bars,Prode,4.6,Bars & Nightlife
Queens,Japanese,Ginza Don,4.6,Asian
Queens,Chinese,Juqi,4.5,Asian
Queens,Korean,Daesung Korean Noodle,4.5,Asian
Queens,Soup,Daesung Korean Noodle,4.5,Asian
Queens,Noodles,Daesung Korean Noodle,4.5,Asian
Queens,Korean,Kuku Korean Cuisine - Forest Hills,4.5,Asian
Queens,Chicken Wings,Kuku Korean Cuisine - Forest Hills,4.5,Fast Food
Queens,Asian Fusion,Kuku Korean Cuisine - Forest Hills,4.5,Asian
Queens,American,The Quimby,4.5,American
Queens,Breakfast & Brunch,The Quimby,4.5,American
Queens,Cocktail Bars,The Quimby,4.5,Bars & Nightlife
Queens,Irish,Maloney's Cafe,4.5,European
Queens,Pubs,Maloney's Cafe,4.5,Bars & Nightlife
Queens,Thai,Sup Thai Kitchen ,4.5,Asian
Queens,Seafood,Sup Thai Kitchen ,4.5,Seafood
Queens,Noodles,Sup Thai Kitchen ,4.5,Asian
Queens,Wine Bars,La Sala by Tu Casa,4.5,Bars & Nightlife
Queens,Tapas Bars,La Sala by Tu Casa,4.5,European
Queens,Tapas/Small Plates,La Sala by Tu Casa,4.5,European
Queens,Cocktail Bars,Baraki,4.5,Bars & Nightlife
Queens,Tapas/Small Plates,Baraki,4.5,European
Queens,Breakfast & Brunch,Baraki,4.5,American
Queens,Thai,Thai Social,4.4,Asian
Queens,Japanese,Umi Sushi,4.4,Asian
Queens,Sushi Bars,Umi Sushi,4.4,Asian
Queens,Caribbean,Cookerz Blend,4.4,Other
Queens,Seafood,Cookerz Blend,4.4,Seafood
Queens,Burgers,Cookerz Blend,4.4,American
Queens,Japanese,Izakaya Fuku,4.4,Asian
Queens,Pasta Shops,Fuzi Pasta Co,4.4,European
Queens,Italian,Fuzi Pasta Co,4.4,European
Queens,New American,Bloom Botanical Bistro,4.4,American
Queens,Cocktail Bars,Bloom Botanical Bistro,4.4,Bars & Nightlife
Queens,Vegetarian,Bloom Botanical Bistro,4.4,Healthy
Queens,Thai,Kin'd,4.4,Asian
Queens,Izakaya,Izakaya Nana,4.4,Asian
Queens,Caribbean,Yah Suh Nyce,4.4,Other
Queens,Juice Bars & Smoothies,Yah Suh Nyce,4.4,Cafe & Drinks
Queens,Breakfast & Brunch,Yah Suh Nyce,4.4,American
Queens,Soul Food,Soul City,4.4,American
Queens,Fish & Chips,Soul City,4.4,Other
Queens,Comfort Food,Soul City,4.4,American
Queens,Bubble Tea,Beijing Dumpling House,4.4,Cafe & Drinks
Queens,Chinese,Beijing Dumpling House,4.4,Asian
Queens,Noodles,Beijing Dumpling House,4.4,Asian
Queens,Greek,Nick’s Bistro,4.4,European
Queens,Falafel,Nick’s Bistro,4.4,Middle Eastern & Mediterranean
Queens,Seafood,Nick’s Bistro,4.4,Seafood
Queens,Salad,The Local Press,4.4,Healthy
Queens,Burgers,The Local Press,4.4,American
Queens,Sandwiches,The Local Press,4.4,Sandwiches
Queens,Italian,Bruno's Ristorante,4.4,European
Queens,Thai,When In Bangkok,4.4,Asian
Queens,Cocktail Bars,When In Bangkok,4.4,Bars & Nightlife
Queens,Seafood,When In Bangkok,4.4,Seafood
Queens,Chinese,Jiang Nan,4.3,Asian
Queens,Soup,Jiang Nan,4.3,Asian
Queens,Cocktail Bars,Jiang Nan,4.3,Bars & Nightlife
Queens,Breakfast & Brunch,Nettie’s Restaurant,4.3,American
Queens,Soul Food,Nettie’s Restaurant,4.3,American
Queens,Southern,Nettie’s Restaurant,4.3,American
Queens,Lounges,Tavern 157,4.3,Bars & Nightlife
Queens,Tapas/Small Plates,Tavern 157,4.3,European
Queens,Chicken Wings,Tavern 157,4.3,Fast Food
Queens,New American,Keuka Kafe a Wine Bar,4.3,American
Queens,Sandwiches,Keuka Kafe a Wine Bar,4.3,Sandwiches
Queens,Wine Bars,Keuka Kafe a Wine Bar,4.3,Bars & Nightlife
Queens,Desserts,Izakaya Haru,4.3,Desserts & Sweets
Queens,Bars,Izakaya Haru,4.3,Bars & Nightlife
Queens,Izakaya,Izakaya Haru,4.3,Asian
Queens,Sushi Bars,Kaizen,4.3,Asian
Queens,Japanese,Kaizen,4.3,Asian
Queens,Cocktail Bars,Kaizen,4.3,Bars & Nightlife
Queens,Cocktail Bars,Firefly,4.3,Bars & Nightlife
Queens,Tapas Bars,Firefly,4.3,European
Queens,Korean,Firefly,4.3,Asian
Queens,Thai,Siam Thai,4.3,Asian
Queens,Japanese,Masaaki Modern Japanese Cuisine,4.3,Asian
Queens,Filipino,Kalye Bistro,4.3,Asian
Queens,Comfort Food,Kalye Bistro,4.3,American
Queens,Seafood,Kalye Bistro,4.3,Seafood
Queens,Thai,Boon Dee Moo Ka Ta,4.3,Asian
Queens,Barbeque,Boon Dee Moo Ka Ta,4.3,Barbeque
Queens,Cocktail Bars,C Italian Restaurant,4.3,Bars & Nightlife
Queens,Italian,C Italian Restaurant,4.3,European
Queens,Lounges,C Italian Restaurant,4.3,Bars & Nightlife
Queens,Pizza,Cugini Pizzeria and Restaurant,5.0,European
Queens,Italian,Cugini Pizzeria and Restaurant,5.0,European
Queens,Seafood,Cugini Pizzeria and Restaurant,5.0,Seafood
Queens,Wine Bars,Addictive Wine and Tapas Bar,4.7,Bars & Nightlife
Queens,Tapas Bars,Addictive Wine and Tapas Bar,4.7,European
Queens,Mediterranean,Addictive Wine and Tapas Bar,4.7,Middle Eastern & Mediterranean
Queens,Spanish,Sala Astoria,4.6,European
Queens,Tapas/Small Plates,Sala Astoria,4.6,European
Queens,Bars,Julia's,4.6,Bars & Nightlife
Queens,New American,Julia's,4.6,American
Queens,Thai,Saranrom Thai,4.5,Asian
Queens,Seafood,Caleta 111 Cevicheria,4.5,Seafood
Queens,Latin American,Caleta 111 Cevicheria,4.5,Latin American
Queens,Peruvian,Caleta 111 Cevicheria,4.5,Latin American
Queens,Korean,Yuju’s Bob-Sang,4.5,Asian
Queens,Caribbean,Devine Bickles,4.5,Other
Queens,Thai,Baht,4.5,Asian
Queens,Ramen,Beat Mazesoba,4.5,Asian
Queens,Noodles,Beat Mazesoba,4.5,Asian
Queens,Beer Bar,Beat Mazesoba,4.5,Bars & Nightlife
Queens,Barbeque,Gyu-Kaku Japanese BBQ,4.5,Barbeque
Queens,Japanese,Gyu-Kaku Japanese BBQ,4.5,Asian
Queens,Asian Fusion,Gyu-Kaku Japanese BBQ,4.5,Asian
Queens,Mexican,La Casa Del Mariachi,4.4,Latin American
Queens,Burgers,Halalbee's,4.4,American
Queens,Halal,Halalbee's,4.4,Middle Eastern & Mediterranean
Queens,Cocktail Bars,La Vecina,4.4,Bars & Nightlife
Queens,Venues & Event Spaces,La Vecina,4.4,Other
Queens,New American,La Vecina,4.4,American
Queens,Korean,Ju Bang Jang,4.3,Asian
Queens,Pan Asian,Ju Bang Jang,4.3,Asian
Queens,Noodles,Ju Bang Jang,4.3,Asian
Queens,Halal,Hot Peppers,4.3,Middle Eastern & Mediterranean
Queens,Tacos,Hot Peppers,4.3,Latin American
Queens,Salad,Hot Peppers,4.3,Healthy
Queens,Thai,Ma Kin,4.3,Asian
Queens,Noodles,Ma Kin,4.3,Asian
Queens,Latin American,Mama Pisco,4.2,Latin American
Queens,Peruvian,Mama Pisco,4.2,Latin American
Queens,Cocktail Bars,Mama Pisco,4.2,Bars & Nightlife
Queens,Greek,Taverna Kyclades - Bayside,4.2,European
Queens,Seafood,Taverna Kyclades - Bayside,4.2,Seafood
Queens,New American,The Sweet Sap,4.2,American
Queens,Korean,The Sweet Sap,4.2,Asian
Queens,Cocktail Bars,The Sweet Sap,4.2,Bars & Nightlife
Queens,Korean,Ziggle,4.2,Asian
Queens,Peruvian,Lima 33 Restaurant,4.2,Latin American
Queens,Chinese,Little Skewer,4.2,Asian
Queens,Wine Bars,Little Skewer,4.2,Bars & Nightlife
Queens,Beer Gardens,Little Skewer,4.2,Bars & Nightlife
Queens,Gastropubs,The Queensboro,4.2,Other
Queens,New American,The Queensboro,4.2,American
Queens,Breakfast & Brunch,The Queensboro,4.2,American
Queens,Japanese,Mito,4.2,Asian
Queens,Sushi Bars,Mito,4.2,Asian
Queens,Asian Fusion,Mito,4.2,Asian
Queens,Bakeries,Mannan Bakery and Restaurant,4.7,Other
Queens,Pop-Up Restaurants,Mannan Bakery and Restaurant,4.7,Other
Queens,Ramen,Kyuramen - Forest Hills,4.2,Asian
Queens,Gastropubs,Forest Hills Station House,4.1,Other
Queens,Cocktail Bars,Forest Hills Station House,4.1,Bars & Nightlife
Queens,Beer Bar,Forest Hills Station House,4.1,Bars & Nightlife
Queens,Hong Kong Style Cafe,Kong Sihk Tong,4.1,Other
Queens,Asian Fusion,Alley 41,4.1,Asian
Queens,Szechuan,Alley 41,4.1,Asian
Queens,Steakhouses,A-Churrasqueira Restaurant & Bar,4.1,American
Queens,Portuguese,A-Churrasqueira Restaurant & Bar,4.1,European
Queens,Wine Bars,A-Churrasqueira Restaurant & Bar,4.1,Bars & Nightlife
Queens,Mexican,Mas Tortilla,4.1,Latin American
Queens,Korean,Tosocchon,4.1,Asian
Queens,Caribbean,G's Homestyle Cooking,4.1,Other
Queens,Steakhouses,Prime Mēt Steakhouse,4.1,American
Queens,Seafood,Prime Mēt Steakhouse,4.1,Seafood
Queens,New American,Prime Mēt Steakhouse,4.1,American
Queens,Shanghainese,Nan Xiang Soup Dumplings - Flushing,4.1,Other
Queens,Noodles,Nan Xiang Soup Dumplings - Flushing,4.1,Asian
Queens,Soup,Nan Xiang Soup Dumplings - Flushing,4.1,Asian
Queens,Diners,Dinerbar,4.1,American
Queens,Wine Bars,Dinerbar,4.1,Bars & Nightlife
Queens,American,Dinerbar,4.1,American
Queens,New Mexican Cuisine,Lime & Salt,4.1,Other
Queens,Mexican,Lime & Salt,4.1,Latin American
Queens,Malaysian,Taste Good Malaysian Cuisine,4.1,Asian
Queens,Noodles,Taste Good Malaysian Cuisine,4.1,Asian
Queens,Soup,Taste Good Malaysian Cuisine,4.1,Asian
Queens,Cantonese,Secret Kitchen,4.1,Asian
Queens,Seafood,Secret Kitchen,4.1,Seafood
Queens,Noodles,Secret Kitchen,4.1,Asian
Queens,Italian,Don Peppe,4.1,European
Queens,Desserts,Don Peppe,4.1,Desserts & Sweets
Queens,Seafood,Don Peppe,4.1,Seafood
Queens,Portuguese,O Lavrador,4.1,European
Queens,Bars,O Lavrador,4.1,Bars & Nightlife
Queens,Spanish,O Lavrador,4.1,European
Queens,Peruvian,Kantu Peruvian Cuisine,4.1,Latin American
Queens,Cocktail Bars,Kantu Peruvian Cuisine,4.1,Bars & Nightlife
Queens,American,Rove,4.1,American
Queens,Gastropubs,Rove,4.1,Other
Queens,Beer Bar,Rove,4.1,Bars & Nightlife
Queens,Italian,Valdari NYC,4.0,European
Queens,Pizza,Valdari NYC,4.0,European
Queens,Cocktail Bars,Valdari NYC,4.0,Bars & Nightlife
Queens,Halal,Halal Haven,5.0,Middle Eastern & Mediterranean
Queens,Mediterranean,Halal Haven,5.0,Middle Eastern & Mediterranean
Queens,Chicken Wings,Halal Haven,5.0,Fast Food
Queens,Cafes,Picciotto,4.7,Cafe & Drinks
Queens,Sicilian,Picciotto,4.7,Other
Queens,Pizza,Picciotto,4.7,European
Queens,Ramen,Cha Menya,4.6,Asian
Queens,Tea Rooms,Cha Menya,4.6,Cafe & Drinks
Queens,Vegetarian,Cha Menya,4.6,Healthy
Queens,Burgers,Ocean Prime Bar & Restaurant,4.6,American
Queens,Lounges,Ocean Prime Bar & Restaurant,4.6,Bars & Nightlife
Queens,Seafood,Ocean Prime Bar & Restaurant,4.6,Seafood
Queens,Italian,Alessandro's Italian,4.6,European
Queens,Comfort Food,Alessandro's Italian,4.6,American
Queens,Burgers,The Local Eatery & Craft Beer ,4.5,American
Queens,Beer Bar,The Local Eatery & Craft Beer ,4.5,Bars & Nightlife
Queens,Chicken Wings,The Local Eatery & Craft Beer ,4.5,Fast Food
Queens,Korean,KAL,4.5,Asian
Queens,Seafood,KAL,4.5,Seafood
Queens,Soup,KAL,4.5,Asian
Queens,Thai,Tharn Thai Cuisine,4.5,Asian
Queens,Barbeque,GAN-HOO BBQ,4.5,Barbeque
Queens,Chinese,GAN-HOO BBQ,4.5,Asian
Queens,Japanese,GAN-HOO BBQ,4.5,Asian
Queens,Brazilian,Samba Bbq,4.5,Latin American
Queens,Steakhouses,Samba Bbq,4.5,American
Queens,Cocktail Bars,Samba Bbq,4.5,Bars & Nightlife
Queens,Colombian,Arepa Lady,4.5,Latin American
Queens,Indonesian,Sumatera Restaurant NYC,4.4,Asian
Queens,Halal,Sumatera Restaurant NYC,4.4,Middle Eastern & Mediterranean
Queens,Filipino,Kora,4.4,Asian
Queens,Donuts,Kora,4.4,Desserts & Sweets
Queens,Desserts,Kora,4.4,Desserts & Sweets
Queens,Indian,Ash Bar & Grill Finest Indian Cuisine,4.4,Asian
Queens,Desserts,Ash Bar & Grill Finest Indian Cuisine,4.4,Desserts & Sweets
Queens,Seafood,Ash Bar & Grill Finest Indian Cuisine,4.4,Seafood
Queens,Seafood,Wagyu Yama Yakiniku & Seafood Shabu,4.4,Seafood
Queens,Hot Pot,Wagyu Yama Yakiniku & Seafood Shabu,4.4,Asian
Queens,Noodles,Fer,4.4,Asian
Queens,Tapas/Small Plates,Fer,4.4,European
Queens,Cocktail Bars,The Attic Oyster & Cocktail Bar,4.3,Bars & Nightlife
Queens,Seafood,The Attic Oyster & Cocktail Bar,4.3,Seafood
Queens,Venues & Event Spaces,The Attic Oyster & Cocktail Bar,4.3,Other
Queens,Fish & Chips,Simply Fried,4.3,Other
Queens,Seafood,Simply Fried,4.3,Seafood
Queens,Chicken Wings,Simply Fried,4.3,Fast Food
Queens,Korean,Pelicana Chicken - Forest Hills,4.3,Asian
Queens,Chicken Wings,Pelicana Chicken - Forest Hills,4.3,Fast Food
Queens,Sandwiches,Pelicana Chicken - Forest Hills,4.3,Sandwiches
Queens,Ramen,Kyuramen - Flushing,4.2,Asian
Queens,Burgers,Kyuramen - Flushing,4.2,American
Queens,Noodles,Chimama's Noodle House,4.2,Asian
Queens,Taiwanese,Chimama's Noodle House,4.2,Asian
Queens,Chinese,Chimama's Noodle House,4.2,Asian
Queens,Vietnamese,Bo And Ga,4.2,Asian
Queens,Noodles,Bo And Ga,4.2,Asian
Queens,Soup,Bo And Ga,4.2,Asian
Queens,Italian,Cara Mia Restaurant,4.2,European
Queens,Indonesian,Awang Kitchen,4.2,Asian
Queens,Lounges,Truth Restaurant and Lounge,4.2,Bars & Nightlife
Queens,Caribbean,Truth Restaurant and Lounge,4.2,Other
Queens,Seafood,Truth Restaurant and Lounge,4.2,Seafood
Queens,Specialty Food,Trinciti Roti Shop,4.2,Other
Queens,Trinidadian,Trinciti Roti Shop,4.2,Latin American
Queens,Chinese,Camp Camp,4.1,Asian
Queens,Barbeque,Camp Camp,4.1,Barbeque
Queens,Cocktail Bars,Camp Camp,4.1,Bars & Nightlife
Queens,Korean,Mahsil,4.1,Asian
Queens,Chicken Shop,Mahsil,4.1,Fast Food
Queens,Pizza,Mahsil,4.1,European
Queens,Vietnamese,Pho Thai,4.1,Asian
Queens,Thai,Pho Thai,4.1,Asian
Queens,Mediterranean,Black Sea Fish & Grill,4.1,Middle Eastern & Mediterranean
Queens,Turkish,Black Sea Fish & Grill,4.1,Middle Eastern & Mediterranean
Queens,Seafood,Black Sea Fish & Grill,4.1,Seafood
Queens,Shanghainese,Lao Ke Le Shanghai Cuisine 老克勒上海餐厅,4.1,Other
Queens,Pizza,Paul Michael’s Brick Oven Cafe Restaurant,4.1,European
Queens,Italian,Paul Michael’s Brick Oven Cafe Restaurant,4.1,European
Queens,Seafood,Ben’s Crab,4.0,Seafood
Queens,Chicken Shop,Betong Hainan Chicken,4.0,Fast Food
Queens,Hainan,Betong Hainan Chicken,4.0,Other
Queens,Thai,Betong Hainan Chicken,4.0,Asian
Queens,Italian,Park Side Restaurant,4.0,European
Queens,Indian,Tandoori Hyderabad Indian Kitchen,4.0,Asian
Queens,Bars,Dirty Pierre's,4.0,Bars & Nightlife
Queens,Breakfast & Brunch,Dirty Pierre's,4.0,American
Queens,Sandwiches,Dirty Pierre's,4.0,Sandwiches
Queens,Mediterranean,Zaitun Halal,4.0,Middle Eastern & Mediterranean
Queens,Halal,Zaitun Halal,4.0,Middle Eastern & Mediterranean
Queens,Middle Eastern,Zaitun Halal,4.0,Other
Queens,Shanghainese,Cheli - Flushing,4.0,Other
Queens,Vietnamese,Ginger and Lemongrass,4.0,Asian
Queens,Thai,Ginger and Lemongrass,4.0,Asian
Queens,Noodles,Ginger and Lemongrass,4.0,Asian
Queens,Steakhouses,RW Prime,4.0,American
Queens,Chinese,Luogong Grilled Skewer,4.0,Asian
Queens,Barbeque,Y Space BBQ,4.0,Barbeque
Queens,Thai,Nur Thai,4.0,Asian
Queens,Latin American,Matiz Latin Cuisine,4.0,Latin American
Queens,Bars,Matiz Latin Cuisine,4.0,Bars & Nightlife
Queens,Noodles,Deng Ji Yun Nan Guo Qiao Mi Xian,3.9,Asian
Queens,Chinese,Deng Ji Yun Nan Guo Qiao Mi Xian,3.9,Asian
Queens,Thai,Niyom Thai Kitchen,4.7,Asian
Queens,Noodles,Niyom Thai Kitchen,4.7,Asian
Queens,Cocktail Bars,Niyom Thai Kitchen,4.7,Bars & Nightlife
Queens,Korean,Duk Soo Goong,4.7,Asian
Queens,Noodles,Duk Soo Goong,4.7,Asian
Queens,Sushi Bars,Duk Soo Goong,4.7,Asian
Queens,Peruvian,Tozton,4.6,Latin American
Queens,Venezuelan,Tozton,4.6,Latin American
Queens,Seafood,Tozton,4.6,Seafood
Queens,Cocktail Bars,KAM RAI THAI,4.6,Bars & Nightlife
Queens,Thai,KAM RAI THAI,4.6,Asian
Queens,Seafood,Mariscos El Submarino,4.6,Seafood
Queens,Mexican,Mariscos El Submarino,4.6,Latin American
Queens,Salad,Cooked Klean,4.5,Healthy
Queens,Juice Bars & Smoothies,Cooked Klean,4.5,Cafe & Drinks
Queens,Chinese,Ji Bei Chuan,4.4,Asian
Queens,Soup,Ji Bei Chuan,4.4,Asian
Queens,Noodles,Ji Bei Chuan,4.4,Asian
Queens,Halal,Nurlan Uyghur Restaurant 诺兰饭店,4.4,Middle Eastern & Mediterranean
Queens,Uzbek,Nurlan Uyghur Restaurant 诺兰饭店,4.4,Other
Queens,Asian Fusion,Nurlan Uyghur Restaurant 诺兰饭店,4.4,Asian
Queens,Burgers,Hitit Burger,4.4,American
Queens,Hot Pot,Coco Hotpot,4.4,Asian
Queens,Chinese,Coco Hotpot,4.4,Asian
Queens,Asian Fusion,Coco Hotpot,4.4,Asian
Queens,Korean,Yuk Jun Gui,4.4,Asian
Queens,Barbeque,Yuk Jun Gui,4.4,Barbeque
Queens,Seafood,Yuk Jun Gui,4.4,Seafood
Queens,Himalayan/Nepalese,Momo Crave,4.3,Asian
Queens,Beverage Store,Momo Crave,4.3,Other
Queens,Noodles,Momo Crave,4.3,Asian
Queens,Sushi Bars,Himitsu,4.3,Asian
Queens,Japanese,Himitsu,4.3,Asian
Queens,Thai,Himitsu,4.3,Asian
Queens,Indian,Tikka N Talk,4.3,Asian
Queens,Halal,Tikka N Talk,4.3,Middle Eastern & Mediterranean
Queens,Breakfast & Brunch,Tikka N Talk,4.3,American
Queens,Bars,The Harrison,4.3,Bars & Nightlife
Queens,New American,The Harrison,4.3,American
Queens,Breakfast & Brunch,The Harrison,4.3,American
Queens,Japanese,Nippon Cha,4.2,Asian
Queens,Coffee & Tea,Nippon Cha,4.2,Cafe & Drinks
Queens,Sushi Bars,Nippon Cha,4.2,Asian
Queens,Vietnamese,Pho Real Viet Kitchen,4.2,Asian
Queens,Caribbean,Peppas Jerk,4.2,Other
Queens,Chicken Shop,Peppas Jerk,4.2,Fast Food
Queens,Food Trucks,Peppas Jerk,4.2,Street Food
Queens,German,Zum Stammtisch,4.2,European
Queens,Himalayan/Nepalese,Phayul,4.1,Asian
Queens,Italian,Il Poeta,4.1,European
Queens,Wine Bars,Il Poeta,4.1,Bars & Nightlife
Queens,Tacos,Tacombi,4.1,Latin American
Queens,Greek,Avli The Little Greek Tavern,4.1,European
Queens,Mediterranean,Avli The Little Greek Tavern,4.1,Middle Eastern & Mediterranean
Queens,Wraps,Avli The Little Greek Tavern,4.1,Sandwiches
Queens,Sandwiches,Press 195 - Bayside,4.1,Sandwiches
Queens,Bars,Press 195 - Bayside,4.1,Bars & Nightlife
Queens,American,Press 195 - Bayside,4.1,American
Queens,Italian,Radici,4.1,European
Queens,Venues & Event Spaces,Radici,4.1,Other
Queens,Pizza,Radici,4.1,European
Queens,Seafood,Sea Bar,4.1,Seafood
Queens,New American,Prime39,4.1,American
Queens,Cocktail Bars,Prime39,4.1,Bars & Nightlife
Queens,Steakhouses,Prime39,4.1,American
Queens,Mediterranean,OBA Mediterranean Grill,4.0,Middle Eastern & Mediterranean
Queens,Turkish,OBA Mediterranean Grill,4.0,Middle Eastern & Mediterranean
Queens,Seafood,OBA Mediterranean Grill,4.0,Seafood
Queens,Korean,Wonder Pig KBBQ,4.0,Asian
Queens,Barbeque,Wonder Pig KBBQ,4.0,Barbeque
Queens,Korean,Naju Gomtang,4.0,Asian
Queens,Seafood,Naju Gomtang,4.0,Seafood
Queens,Breakfast & Brunch,Naju Gomtang,4.0,American
Queens,Halal,Halal Munchies,5.0,Middle Eastern & Mediterranean
Queens,Chicken Wings,Halal Munchies,5.0,Fast Food
Queens,Sandwiches,Halal Munchies,5.0,Sandwiches
Queens,Chinese,Peking BBQ,4.0,Asian
Queens,Peruvian,Peking BBQ,4.0,Latin American
Queens,Barbeque,Peking BBQ,4.0,Barbeque
Queens,Mexican,Fidela's Restaurant,4.0,Latin American
Queens,Indian,Tikka Indian Grill,3.9,Asian
Queens,Vegetarian,Tikka Indian Grill,3.9,Healthy
Queens,Thai,SriPraPhai Thai Restaurant,3.9,Asian
Queens,Korean,Mad For Chicken,3.9,Asian
Queens,Chicken Wings,Mad For Chicken,3.9,Fast Food
Queens,Bars,Mad For Chicken,3.9,Bars & Nightlife
Queens,Peruvian,Amar Peruvian Kitchen,3.9,Latin American
Queens,Breakfast & Brunch,Amar Peruvian Kitchen,3.9,American
Queens,Latin American,Cabana,3.9,Latin American
Queens,Cuban,Cabana,3.9,Latin American
Queens,Caribbean,Cabana,3.9,Other
Queens,Filipino,Lahi,3.9,Asian
Queens,Pizza,Trattoria 35,3.9,European
Queens,Italian,Trattoria 35,3.9,European
Queens,Thai,Chill D Taste Thai,3.9,Asian
Queens,Greek,Meli Estiatorio,3.9,European
Queens,Cocktail Bars,Meli Estiatorio,3.9,Bars & Nightlife
Queens,Vegetarian,Smile of the Beyond,4.7,Healthy
Queens,Breakfast & Brunch,Smile of the Beyond,4.7,American
Queens,Juice Bars & Smoothies,Smile of the Beyond,4.7,Cafe & Drinks
Queens,Coffee & Tea,The Well Coffee,4.6,Cafe & Drinks
Queens,Desserts,The Well Coffee,4.6,Desserts & Sweets
Queens,Breakfast & Brunch,The Well Coffee,4.6,American
Queens,Mediterranean,Rothchild's Kitchen,4.6,Middle Eastern & Mediterranean
Queens,Coffee & Tea,Rothchild's Kitchen,4.6,Cafe & Drinks
Queens,Middle Eastern,Rothchild's Kitchen,4.6,Other
Queens,Breakfast & Brunch,Suite 36 Brunch & Bistro,4.6,American
Queens,French,Bistro Eloise - French Restaurant,4.6,European
Queens,Breakfast & Brunch,Bistro Eloise - French Restaurant,4.6,American
Queens,Creperies,Bistro Eloise - French Restaurant,4.6,Desserts & Sweets
Queens,Cafes,Bee Cafe,4.5,Cafe & Drinks
Queens,Wine Bars,Bee Cafe,4.5,Bars & Nightlife
Queens,Breakfast & Brunch,Bee Cafe,4.5,American
Queens,Coffee & Tea,The Panorama of My Silence-Heart,4.4,Cafe & Drinks
Queens,Vegetarian,The Panorama of My Silence-Heart,4.4,Healthy
Queens,Juice Bars & Smoothies,The Panorama of My Silence-Heart,4.4,Cafe & Drinks
Queens,Breakfast & Brunch,Nana's,4.4,American
Queens,Coffee & Tea,Java Day Cafe,4.4,Cafe & Drinks
Queens,Breakfast & Brunch,Java Day Cafe,4.4,American
Queens,Sandwiches,Java Day Cafe,4.4,Sandwiches
Queens,Waffles,Waffle N Sip,4.4,Desserts & Sweets
Queens,Cafes,Waffle N Sip,4.4,Cafe & Drinks
Queens,Breakfast & Brunch,32 North,4.3,American
Queens,American,32 North,4.3,American
Queens,New American,River Mill,4.3,American
Queens,Coffee & Tea,Queen's Room,4.3,Cafe & Drinks
Queens,Cocktail Bars,Queen's Room,4.3,Bars & Nightlife
Queens,Mediterranean,Queen's Room,4.3,Middle Eastern & Mediterranean
Queens,Sandwiches,CJ's Cafe,4.3,Sandwiches
