borough,cuisine,name,rating,reduced_cuisine
Manhattan,Diners,Golden Diner,4.3,American
Manhattan,Breakfast & Brunch,Golden Diner,4.3,American
Manhattan,Sandwiches,Golden Diner,4.3,Sandwiches
Manhattan,French,Majorelle,4.3,European
Manhattan,Cocktail Bars,Tara Rose,4.6,Bars & Nightlife
Manhattan,New American,Tara Rose,4.6,American
Manhattan,Breakfast & Brunch,Tara Rose,4.6,American
Manhattan,Cocktail Bars,Dutch Freds,4.5,Bars & Nightlife
Manhattan,New American,Dutch Freds,4.5,American
Manhattan,Breakfast & Brunch,Dutch Freds,4.5,American
Manhattan,New American,Take Care Bistro,4.4,American
Manhattan,Breakfast & Brunch,Tiki Chick,4.4,American
Manhattan,Tiki Bars,Tiki Chick,4.4,Bars & Nightlife
Manhattan,Sandwiches,Tiki Chick,4.4,Sandwiches
Manhattan,Bars,Sojourn Social,4.4,Bars & Nightlife
Manhattan,New American,Sojourn Social,4.4,American
Manhattan,Breakfast & Brunch,Sojourn Social,4.4,American
Manhattan,Breakfast & Brunch,K'Far - Brooklyn,4.4,American
Manhattan,Bagels,K'Far - Brooklyn,4.4,Other
Manhattan,Middle Eastern,K'Far - Brooklyn,4.4,Other
Manhattan,Cafes,Effy's Cafe,4.4,Cafe & Drinks
Manhattan,Kosher,Effy's Cafe,4.4,Other
Manhattan,Breakfast & Brunch,Effy's Cafe,4.4,American
Manhattan,New American,Archer & Goat,4.4,American
Manhattan,Cocktail Bars,Archer & Goat,4.4,Bars & Nightlife
Manhattan,Breakfast & Brunch,Archer & Goat,4.4,American
Manhattan,French,"Amélie west village Restaurant, Bistro & Wine Bar",4.3,European
Manhattan,Wine Bars,"Amélie west village Restaurant, Bistro & Wine Bar",4.3,Bars & Nightlife
Manhattan,Cocktail Bars,"Amélie west village Restaurant, Bistro & Wine Bar",4.3,Bars & Nightlife
Manhattan,Australian,Little Ruby's West Village,4.3,Other
Manhattan,Breakfast & Brunch,Little Ruby's West Village,4.3,American
Manhattan,Cocktail Bars,Little Ruby's West Village,4.3,Bars & Nightlife
Manhattan,Czech,Bohemian Spirit Restaurant,4.3,European
Manhattan,Bars,Bohemian Spirit Restaurant,4.3,Bars & Nightlife
Manhattan,Cocktail Bars,Vert Frais,4.2,Bars & Nightlife
Manhattan,Ramen,Vert Frais,4.2,Asian
Manhattan,Coffee & Tea,Citizens Of Chelsea,4.2,Cafe & Drinks
Manhattan,Breakfast & Brunch,Citizens Of Chelsea,4.2,American
Manhattan,Australian,Citizens Of Chelsea,4.2,Other
Manhattan,New American,Lilly's Craft and Kitchen,4.2,American
Manhattan,Breakfast & Brunch,Lilly's Craft and Kitchen,4.2,American
Manhattan,Comfort Food,Lilly's Craft and Kitchen,4.2,American
Manhattan,Breakfast & Brunch,Little Owl,4.2,American
Manhattan,Mediterranean,Little Owl,4.2,Middle Eastern & Mediterranean
Manhattan,New American,Bea,4.2,American
Manhattan,Cocktail Bars,Bea,4.2,Bars & Nightlife
Manhattan,Breakfast & Brunch,Original Pancake House,4.2,American
Manhattan,New American,The Naked Pig,4.2,American
Manhattan,Breakfast & Brunch,The Naked Pig,4.2,American
Manhattan,Cocktail Bars,The Naked Pig,4.2,Bars & Nightlife
Manhattan,Australian,Hole In The Wall - Flatiron,4.1,Other
Manhattan,Breakfast & Brunch,Hole In The Wall - Flatiron,4.1,American
Manhattan,Coffee & Tea,Hole In The Wall - Flatiron,4.1,Cafe & Drinks
Manhattan,New American,The Smith,4.1,American
Manhattan,Breakfast & Brunch,The Smith,4.1,American
Manhattan,Cocktail Bars,The Smith,4.1,Bars & Nightlife
Manhattan,Mediterranean,Lulu Mediterranean,4.1,Middle Eastern & Mediterranean
Manhattan,Hookah Bars,Lulu Mediterranean,4.1,Other
Manhattan,Breakfast & Brunch,Lulu Mediterranean,4.1,American
Manhattan,Italian,Lido,4.1,European
Manhattan,Breakfast & Brunch,Lido,4.1,American
Manhattan,Cocktail Bars,Lido,4.1,Bars & Nightlife
Manhattan,Breakfast & Brunch,The Marshal,4.0,American
Manhattan,American,The Marshal,4.0,American
Manhattan,Pizza,The Marshal,4.0,European
Manhattan,New American,Rosevale Kitchen,4.0,American
Manhattan,Bakeries,Clinton Street Baking Company,4.0,Other
Manhattan,New American,Clinton Street Baking Company,4.0,American
Manhattan,Breakfast & Brunch,Clinton Street Baking Company,4.0,American
Manhattan,Mediterranean,Taverna Veranda,4.0,Middle Eastern & Mediterranean
Manhattan,Breakfast & Brunch,Little Ruby's Murray Hill,4.0,American
Manhattan,Burgers,Little Ruby's Murray Hill,4.0,American
Manhattan,Australian,Little Ruby's Murray Hill,4.0,Other
Manhattan,Waffles,Foodies,4.6,Desserts & Sweets
Manhattan,Breakfast & Brunch,Foodies,4.6,American
Manhattan,Sandwiches,Foodies,4.6,Sandwiches
Manhattan,Scandinavian,Smør,4.5,European
Manhattan,Sandwiches,Smør,4.5,Sandwiches
Manhattan,Breakfast & Brunch,Smør,4.5,American
Manhattan,Bars,MACC 106,4.5,Bars & Nightlife
Manhattan,Sandwiches,MACC 106,4.5,Sandwiches
Manhattan,Tapas Bars,MACC 106,4.5,European
Manhattan,New American,Madre,4.5,American
Manhattan,New American,The Mary Lane,4.5,American
Manhattan,Italian,Aunt Jake's,4.4,European
Manhattan,Wine Bars,Aunt Jake's,4.4,Bars & Nightlife
Manhattan,Cocktail Bars,Aunt Jake's,4.4,Bars & Nightlife
Manhattan,Cocktail Bars,Dolly Varden,4.4,Bars & Nightlife
Manhattan,New American,Dolly Varden,4.4,American
Manhattan,Breakfast & Brunch,Dolly Varden,4.4,American
Manhattan,Cafes,Daily Provisions,4.4,Cafe & Drinks
Manhattan,Bakeries,Daily Provisions,4.4,Other
Manhattan,Coffee & Tea,Daily Provisions,4.4,Cafe & Drinks
Manhattan,Mexican,Panchos,4.3,Latin American
Manhattan,Breakfast & Brunch,Panchos,4.3,American
Manhattan,Cocktail Bars,Martha’s,4.3,Bars & Nightlife
Manhattan,American,Martha’s,4.3,American
Manhattan,Sports Bars,Bodega 88,4.3,Other
Manhattan,Cocktail Bars,Bodega 88,4.3,Bars & Nightlife
Manhattan,Latin American,Bodega 88,4.3,Latin American
Manhattan,Australian,Isla & Co. - Midtown,4.2,Other
Manhattan,Cocktail Bars,Isla & Co. - Midtown,4.2,Bars & Nightlife
Manhattan,Seafood,Isla & Co. - Midtown,4.2,Seafood
Manhattan,Breakfast & Brunch,Breakfast by Salt’s Cure,4.2,American
Manhattan,Burgers,Little Ruby's Cafe - Soho,4.2,American
Manhattan,Coffee & Tea,Little Ruby's Cafe - Soho,4.2,Cafe & Drinks
Manhattan,Breakfast & Brunch,Little Ruby's Cafe - Soho,4.2,American
Manhattan,Bars,e's BAR,4.2,Bars & Nightlife
Manhattan,American,e's BAR,4.2,American
Manhattan,Beer Bar,Alison,4.2,Bars & Nightlife
Manhattan,American,Alison,4.2,American
Manhattan,Turkish,Güllüoglu Cafe,4.2,Middle Eastern & Mediterranean
Manhattan,Bakeries,Güllüoglu Cafe,4.2,Other
Manhattan,Cafes,Güllüoglu Cafe,4.2,Cafe & Drinks
Manhattan,American,Effy's Kitchen,4.2,American
Manhattan,Breakfast & Brunch,Effy's Kitchen,4.2,American
Manhattan,French,Le Parisien,4.1,European
Manhattan,Salad,Le Parisien,4.1,Healthy
Manhattan,Breakfast & Brunch,Le Parisien,4.1,American
Manhattan,New American,The Wilson,4.1,American
Manhattan,Breakfast & Brunch,The Wilson,4.1,American
Manhattan,Bars,The Wilson,4.1,Bars & Nightlife
Manhattan,Cocktail Bars,Dante West Village,4.1,Bars & Nightlife
Manhattan,Italian,Dante West Village,4.1,European
Manhattan,Breakfast & Brunch,Dante West Village,4.1,American
Manhattan,French,La Sirène-UWS,4.1,European
Manhattan,Breakfast & Brunch,La Sirène-UWS,4.1,American
Manhattan,Wine Bars,La Sirène-UWS,4.1,Bars & Nightlife
Manhattan,New American,Upland,4.1,American
Manhattan,Burgers,Upland,4.1,American
Manhattan,Italian,Tartina,4.0,European
Manhattan,Italian,Uva,4.0,European
Manhattan,Wine Bars,Uva,4.0,Bars & Nightlife
Manhattan,Pizza,Uva,4.0,European
Manhattan,Tapas/Small Plates,Zaytinya - New York,4.0,European
Manhattan,Mediterranean,Zaytinya - New York,4.0,Middle Eastern & Mediterranean
Manhattan,Breakfast & Brunch,Zaytinya - New York,4.0,American
Manhattan,New American,Sunday In Brooklyn,4.0,American
Manhattan,Breakfast & Brunch,Sunday In Brooklyn,4.0,American
Manhattan,Cocktail Bars,Sunday In Brooklyn,4.0,Bars & Nightlife
Manhattan,Seafood,Crave Fishbar,4.0,Seafood
Manhattan,Desserts,Crave Fishbar,4.0,Desserts & Sweets
Manhattan,Bars,Crave Fishbar,4.0,Bars & Nightlife
Manhattan,Breakfast & Brunch,Cafe Trois,4.0,American
Manhattan,Coffee & Tea,Cafe Trois,4.0,Cafe & Drinks
Manhattan,Sandwiches,Cafe Trois,4.0,Sandwiches
Manhattan,French,Buvette,4.0,European
Manhattan,Wine Bars,Buvette,4.0,Bars & Nightlife
Manhattan,Cocktail Bars,Buvette,4.0,Bars & Nightlife
Manhattan,New American,Clara,4.0,American
Manhattan,Food,Clara,4.0,Other
Manhattan,Wine Bars,Claire’s Kitchen Cafe,5.0,Bars & Nightlife
Manhattan,Mediterranean,Claire’s Kitchen Cafe,5.0,Middle Eastern & Mediterranean
Manhattan,Breakfast & Brunch,Claire’s Kitchen Cafe,5.0,American
Manhattan,Turkish,Tosun,4.0,Middle Eastern & Mediterranean
Manhattan,Mediterranean,Tosun,4.0,Middle Eastern & Mediterranean
Manhattan,Halal,Tosun,4.0,Middle Eastern & Mediterranean
Manhattan,New American,Friedman's,4.0,American
Manhattan,Breakfast & Brunch,Friedman's,4.0,American
Manhattan,Wine Bars,Friedman's,4.0,Bars & Nightlife
Manhattan,French,Cafe D’Alsace,4.0,European
Manhattan,Breakfast & Brunch,Cafe D’Alsace,4.0,American
Manhattan,Bars,Cafe D’Alsace,4.0,Bars & Nightlife
Manhattan,Coffee & Tea,The Caves,4.0,Cafe & Drinks
Manhattan,Burgers,The Caves,4.0,American
Manhattan,Wraps,The Caves,4.0,Sandwiches
Manhattan,New American,Robert,4.0,American
Manhattan,Venues & Event Spaces,Robert,4.0,Other
Manhattan,Cocktail Bars,Robert,4.0,Bars & Nightlife
Manhattan,Tapas/Small Plates,Ella Social,4.0,European
Manhattan,Mediterranean,Ella Social,4.0,Middle Eastern & Mediterranean
Manhattan,Bars,Ella Social,4.0,Bars & Nightlife
Manhattan,Italian,Osteria Cotta,4.0,European
Manhattan,Wine Bars,Osteria Cotta,4.0,Bars & Nightlife
Manhattan,Venues & Event Spaces,Osteria Cotta,4.0,Other
Manhattan,New American,Westville Chelsea,4.0,American
Manhattan,Salad,Westville Chelsea,4.0,Healthy
Manhattan,Sandwiches,Carnegie Diner,4.0,Sandwiches
Manhattan,Breakfast & Brunch,Carnegie Diner,4.0,American
Manhattan,Cocktail Bars,Carnegie Diner,4.0,Bars & Nightlife
Manhattan,American,Blvd Bistro,4.0,American
Manhattan,Breakfast & Brunch,Blvd Bistro,4.0,American
Manhattan,Chicken Wings,Blvd Bistro,4.0,Fast Food
Manhattan,French,Petite Boucherie,4.5,European
Manhattan,Wine Bars,The Purple Tongue,4.5,Bars & Nightlife
Manhattan,Breakfast & Brunch,The Purple Tongue,4.5,American
Manhattan,Tapas/Small Plates,The Purple Tongue,4.5,European
Manhattan,French,Boucherie West Village,4.5,European
Manhattan,Cocktail Bars,Boucherie West Village,4.5,Bars & Nightlife
Manhattan,Steakhouses,Boucherie West Village,4.5,American
Manhattan,Breakfast & Brunch,Little Ruby's Williamsburg,4.4,American
Manhattan,Burgers,Little Ruby's Williamsburg,4.4,American
Manhattan,Australian,Little Ruby's Williamsburg,4.4,Other
Manhattan,New American,Manhatta,4.4,American
Manhattan,Cafes,Isle of Us,4.4,Cafe & Drinks
Manhattan,Health Markets,Isle of Us,4.4,Other
Manhattan,Breakfast & Brunch,Isle of Us,4.4,American
Manhattan,Moroccan,Cafe Mogador,4.4,Middle Eastern & Mediterranean
Manhattan,Breakfast & Brunch,Cafe Mogador,4.4,American
Manhattan,Mediterranean,Cafe Mogador,4.4,Middle Eastern & Mediterranean
Manhattan,New American,The Modern,4.3,American
Manhattan,Cocktail Bars,Trestle,4.3,Bars & Nightlife
Manhattan,New American,Trestle,4.3,American
Manhattan,Breakfast & Brunch,Trestle,4.3,American
Manhattan,New American,Gatsby's Landing Times Square,4.3,American
Manhattan,Vegetarian,P.S. Kitchen,4.3,Healthy
Manhattan,Bars,P.S. Kitchen,4.3,Bars & Nightlife
Manhattan,Vegan,P.S. Kitchen,4.3,Healthy
Manhattan,Coffee & Tea,Travelers Poets & Friends,4.3,Cafe & Drinks
Manhattan,Breakfast & Brunch,Travelers Poets & Friends,4.3,American
Manhattan,Italian,Travelers Poets & Friends,4.3,European
Manhattan,New American,Park Ave Kitchen by David Burke,4.3,American
Manhattan,Breakfast & Brunch,Park Ave Kitchen by David Burke,4.3,American
Manhattan,Desserts,Prince Tea House,4.3,Desserts & Sweets
Manhattan,Breakfast & Brunch,Prince Tea House,4.3,American
Manhattan,Tea Rooms,Prince Tea House,4.3,Cafe & Drinks
Manhattan,French,The Consulate - Midtown,4.2,European
Manhattan,New American,The Consulate - Midtown,4.2,American
Manhattan,Cocktail Bars,The Consulate - Midtown,4.2,Bars & Nightlife
Manhattan,Tapas/Small Plates,Boqueria,4.2,European
Manhattan,Spanish,Boqueria,4.2,European
Manhattan,Tapas Bars,Boqueria,4.2,European
Manhattan,French,maman,4.2,European
Manhattan,Coffee & Tea,maman,4.2,Cafe & Drinks
Manhattan,Breakfast & Brunch,maman,4.2,American
Manhattan,Bars,Treadwell Park,4.2,Bars & Nightlife
Manhattan,New American,Treadwell Park,4.2,American
Manhattan,Italian,Max Soha Restaurant,4.1,European
Manhattan,Cafes,Dudleys,4.1,Cafe & Drinks
Manhattan,Breakfast & Brunch,Dudleys,4.1,American
Manhattan,Cocktail Bars,Dudleys,4.1,Bars & Nightlife
Manhattan,New American,The Terrace and Outdoor Gardens,4.0,American
Manhattan,Breakfast & Brunch,The Terrace and Outdoor Gardens,4.0,American
Manhattan,Desserts,The Terrace and Outdoor Gardens,4.0,Desserts & Sweets
Manhattan,Mediterranean,Mémé Mediterranean,4.0,Middle Eastern & Mediterranean
Manhattan,Tapas/Small Plates,Mémé Mediterranean,4.0,European
Manhattan,New American,The Bar Room,4.0,American
Manhattan,Cocktail Bars,The Bar Room,4.0,Bars & Nightlife
Manhattan,Cocktail Bars,Dante,4.0,Bars & Nightlife
Manhattan,Italian,Dante,4.0,European
Manhattan,Breakfast & Brunch,Dante,4.0,American
Manhattan,Breakfast & Brunch,The Blue Box Cafe,4.0,American
Manhattan,New American,The Blue Box Cafe,4.0,American
Manhattan,Cafes,The Blue Box Cafe,4.0,Cafe & Drinks
Manhattan,American,Sedona Taphouse,4.0,American
Manhattan,New American,Cookshop,4.0,American
Manhattan,Breakfast & Brunch,Cookshop,4.0,American
Manhattan,Cocktail Bars,Cookshop,4.0,Bars & Nightlife
Manhattan,New American,HAVEN Riverfront Restaurant and Bar,4.0,American
Manhattan,Seafood,HAVEN Riverfront Restaurant and Bar,4.0,Seafood
Manhattan,Bars,HAVEN Riverfront Restaurant and Bar,4.0,Bars & Nightlife
Manhattan,Seafood,Chart House,4.0,Seafood
Manhattan,Steakhouses,Chart House,4.0,American
Manhattan,Venues & Event Spaces,Chart House,4.0,Other
Manhattan,Cocktail Bars,The Highwood,4.0,Bars & Nightlife
Manhattan,American,The Highwood,4.0,American
Manhattan,Seafood,The Highwood,4.0,Seafood
Manhattan,Bars,The Dead Poet,3.9,Bars & Nightlife
Manhattan,American,The Dead Poet,3.9,American
Manhattan,Italian,La Pecora Bianca UWS,3.9,European
Manhattan,Wine Bars,La Pecora Bianca UWS,3.9,Bars & Nightlife
Manhattan,Breakfast & Brunch,La Pecora Bianca UWS,3.9,American
Manhattan,Bars,ASSET,3.9,Bars & Nightlife
Manhattan,Pan Asian,ASSET,3.9,Asian
Manhattan,Sushi Bars,ASSET,3.9,Asian
Manhattan,Breakfast & Brunch,La Bergamote,3.9,American
Manhattan,Sandwiches,La Bergamote,3.9,Sandwiches
Manhattan,French,La Bergamote,3.9,European
Manhattan,Coffee & Tea,Bluestone Lane,3.9,Cafe & Drinks
Manhattan,Gluten-Free,Bluestone Lane,3.9,Healthy
Manhattan,Breakfast & Brunch,Bluestone Lane,3.9,American
Manhattan,Sushi Bars,One Bite Omakase,5.0,Asian
Manhattan,Japanese,One Bite Omakase,5.0,Asian
Manhattan,Seafood,One Bite Omakase,5.0,Seafood
Manhattan,Falafel,Tamam,4.7,Middle Eastern & Mediterranean
Manhattan,Vegan,Tamam,4.7,Healthy
Manhattan,Sandwiches,Sandwell,4.7,Sandwiches
Manhattan,Mexican,El Mariachi,4.6,Latin American
Manhattan,Sandwiches,Compton's,4.6,Sandwiches
Manhattan,Cheesesteaks,Compton's,4.6,Sandwiches
Manhattan,Burgers,Compton's,4.6,American
Manhattan,Cafes,La Bomboniera,4.5,Cafe & Drinks
Manhattan,Wine Bars,La Bomboniera,4.5,Bars & Nightlife
Manhattan,Korean,ONGI,4.5,Asian
Manhattan,Pan Asian,ONGI,4.5,Asian
Manhattan,Noodles,ONGI,4.5,Asian
Manhattan,Japanese,Omusubi Gonbei,4.4,Asian
Manhattan,Food Stands,Omusubi Gonbei,4.4,Street Food
Manhattan,Vietnamese,Just Pho You ,4.4,Asian
Manhattan,Beer,Just Pho You ,4.4,Other
Manhattan,Wine & Spirits,Just Pho You ,4.4,Other
Manhattan,Italian,All'Antico Vinaio,4.4,European
Manhattan,Sandwiches,All'Antico Vinaio,4.4,Sandwiches
Manhattan,Vietnamese,Saiguette,4.4,Asian
Manhattan,Gluten-Free,Springbone Kitchen,4.3,Healthy
Manhattan,Korean,K-Street Food,4.8,Asian
Manhattan,Bubble Tea,K-Street Food,4.8,Cafe & Drinks
Manhattan,Juice Bars & Smoothies,K-Street Food,4.8,Cafe & Drinks
Manhattan,Bars,Jaguar Cafe Bistro Bar,4.8,Bars & Nightlife
Manhattan,Desserts,Jaguar Cafe Bistro Bar,4.8,Desserts & Sweets
Manhattan,Breakfast & Brunch,Jaguar Cafe Bistro Bar,4.8,American
Manhattan,Mediterranean,Chamoun’s Way,4.7,Middle Eastern & Mediterranean
Manhattan,Lebanese,Chamoun’s Way,4.7,Middle Eastern & Mediterranean
Manhattan,Dim Sum,Nan Xiang Soup Dumplings - Koreatown,4.6,Asian
Manhattan,Desserts,Nan Xiang Soup Dumplings - Koreatown,4.6,Desserts & Sweets
Manhattan,Noodles,Nan Xiang Soup Dumplings - Koreatown,4.6,Asian
Manhattan,Puerto Rican,Lechonera La Isla,4.6,Latin American
Manhattan,Thai,Plue,4.5,Asian
Manhattan,Asian Fusion,Plue,4.5,Asian
Manhattan,Vegan,Plue,4.5,Healthy
Manhattan,Singaporean,Native Noodles,4.5,Asian
Manhattan,Noodles,Native Noodles,4.5,Asian
Manhattan,Cafes,The Balcony Lounge,4.5,Cafe & Drinks
Manhattan,Coffee & Tea,The Balcony Lounge,4.5,Cafe & Drinks
Manhattan,New American,The Balcony Lounge,4.5,American
Manhattan,New American,Wolfnights - The Gourmet Wrap,4.3,American
Manhattan,Mediterranean,Wolfnights - The Gourmet Wrap,4.3,Middle Eastern & Mediterranean
Manhattan,Halal,Wolfnights - The Gourmet Wrap,4.3,Middle Eastern & Mediterranean
Manhattan,Burgers,Holy Cow Upper West Side,4.3,American
Manhattan,Chicken Shop,Rowdy Rooster,4.3,Fast Food
Manhattan,Indian,Rowdy Rooster,4.3,Asian
Manhattan,Sandwiches,Rowdy Rooster,4.3,Sandwiches
Manhattan,Sandwiches,Sandwichitos,4.2,Sandwiches
Manhattan,Salad,Ban Ban Shop,4.2,Healthy
Manhattan,Sandwiches,Ban Ban Shop,4.2,Sandwiches
Manhattan,Japanese,Ban Ban Shop,4.2,Asian
Manhattan,Vietnamese,Nom Nam,4.6,Asian
Manhattan,Steakhouses,Nom Nam,4.6,American
Manhattan,Korean,KOBA Korean BBQ,4.6,Asian
Manhattan,Barbeque,KOBA Korean BBQ,4.6,Barbeque
Manhattan,Fast Food,KOBA Korean BBQ,4.6,Fast Food
Manhattan,Food Trucks,Fogon,4.5,Street Food
Manhattan,Peruvian,Fogon,4.5,Latin American
Manhattan,Mexican,Fogon,4.5,Latin American
Manhattan,Indian,Mughlai Indian Cuisine,4.5,Asian
Manhattan,Noodles,1915 Lanzhou Hand Pulled Noodles,4.4,Asian
Manhattan,Chinese,1915 Lanzhou Hand Pulled Noodles,4.4,Asian
Manhattan,Soup,1915 Lanzhou Hand Pulled Noodles,4.4,Asian
Manhattan,Bagels,Russ & Daughters,4.3,Other
Manhattan,Bakeries,Russ & Daughters,4.3,Other
Manhattan,Seafood,Russ & Daughters,4.3,Seafood
Manhattan,Cantonese,Joe's Steam Rice Roll,4.3,Asian
Manhattan,Ramen,Ippudo - Westside,4.2,Asian
Manhattan,Shanghainese,Tri Dim Shanghai West,4.1,Other
Manhattan,Szechuan,Tri Dim Shanghai West,4.1,Asian
Manhattan,Dim Sum,Tri Dim Shanghai West,4.1,Asian
Manhattan,Chinese,Junzi Kitchen,4.1,Asian
Manhattan,Noodles,Junzi Kitchen,4.1,Asian
Manhattan,Salad,Junzi Kitchen,4.1,Healthy
Manhattan,Noodles,Soba Noodle Azuma,4.1,Asian
Manhattan,Izakaya,Soba Noodle Azuma,4.1,Asian
Manhattan,Mexican,Nina's Great Burrito Bar,4.1,Latin American
Manhattan,Comfort Food,Nina's Great Burrito Bar,4.1,American
Manhattan,Vietnamese,Obao,4.0,Asian
Manhattan,Thai,Obao,4.0,Asian
Manhattan,Asian Fusion,Obao,4.0,Asian
Manhattan,Food Court,Lexington Market - Bars & Eateries,4.0,Other
Manhattan,Vietnamese,Plum Vietnamese Restaurant,4.0,Asian
Manhattan,Tapas/Small Plates,Plum Vietnamese Restaurant,4.0,European
Manhattan,Asian Fusion,Plum Vietnamese Restaurant,4.0,Asian
Manhattan,Vietnamese,SEAK,4.0,Asian
Manhattan,Thai,SEAK,4.0,Asian
Manhattan,Ramen,Zurutto Ramen & Gyoza Bar,4.0,Asian
Manhattan,Caribbean,Greedy Pot,4.7,Other
Manhattan,Southern,Greedy Pot,4.7,American
Manhattan,Barbeque,Greedy Pot,4.7,Barbeque
Manhattan,Thai,LENOXTHAI,4.7,Asian
Manhattan,Noodles,LENOXTHAI,4.7,Asian
Manhattan,Taiwanese,Gulp,4.7,Asian
Manhattan,Thai,Three Roosters,4.6,Asian
Manhattan,Comfort Food,Three Roosters,4.6,American
Manhattan,Falafel,Zaad - Amsterdam Ave,4.5,Middle Eastern & Mediterranean
Manhattan,Burgers,Zaad - Amsterdam Ave,4.5,American
Manhattan,Sandwiches,Zaad - Amsterdam Ave,4.5,Sandwiches
Manhattan,Gluten-Free,Little Beet,4.5,Healthy
Manhattan,Vegetarian,Little Beet,4.5,Healthy
Manhattan,Vegan,Little Beet,4.5,Healthy
Manhattan,Pizza,Rasco's,4.5,European
Manhattan,Italian,Rasco's,4.5,European
Manhattan,Sandwiches,Rasco's,4.5,Sandwiches
Manhattan,Sandwiches,Panineria,4.5,Sandwiches
Manhattan,Italian,Panineria,4.5,European
Manhattan,Salad,Panineria,4.5,Healthy
Manhattan,Shanghainese,Joe's Home of Soup Dumplings,4.5,Other
Manhattan,Noodles,Joe's Home of Soup Dumplings,4.5,Asian
Manhattan,Delis,Blue Sky Deli,4.4,Sandwiches
Manhattan,Grocery,Blue Sky Deli,4.4,Other
Manhattan,Sandwiches,Blue Sky Deli,4.4,Sandwiches
Manhattan,Indian,Kesari Indian Cuisine,4.4,Asian
Manhattan,Himalayan/Nepalese,Kesari Indian Cuisine,4.4,Asian
Manhattan,Seafood,Kesari Indian Cuisine,4.4,Seafood
Manhattan,Food Trucks,Sidewalk Tacos,4.4,Street Food
Manhattan,Mexican,Sidewalk Tacos,4.4,Latin American
Manhattan,New American,Fieldtrip Harlem,4.3,American
Manhattan,Gluten-Free,Fieldtrip Harlem,4.3,Healthy
Manhattan,Vegetarian,Fieldtrip Harlem,4.3,Healthy
Manhattan,Food Court,38 Food Hall,4.3,Other
Manhattan,Chinese,La Caridad 72,4.2,Asian
Manhattan,Cuban,La Caridad 72,4.2,Latin American
Manhattan,Bars,Mykonian House,4.2,Bars & Nightlife
Manhattan,Greek,Mykonian House,4.2,European
Manhattan,Seafood,Mykonian House,4.2,Seafood
Manhattan,Food Court,Vanderbilt Market - Bars & Eateries,4.2,Other
Manhattan,Barbeque,The Pit,4.1,Barbeque
Manhattan,Asian Fusion,La Salle Dumpling Room,4.0,Asian
Manhattan,Chinese,La Salle Dumpling Room,4.0,Asian
Manhattan,Mediterranean,CAVA,4.0,Middle Eastern & Mediterranean
Manhattan,Salad,CAVA,4.0,Healthy
Manhattan,Mexican,EL Burrito Box,4.0,Latin American
Manhattan,Tex-Mex,EL Burrito Box,4.0,Other
Manhattan,Malaysian,Kancil,4.0,Asian
Manhattan,Cocktail Bars,Kancil,4.0,Bars & Nightlife
Manhattan,Indian,Roti Roll Bombay Frankie,4.0,Asian
Manhattan,New American,Dig,4.0,American
Manhattan,Barbeque,Dinosaur Bar-B-Que,4.0,Barbeque
Manhattan,American,Dinosaur Bar-B-Que,4.0,American
Manhattan,Caterers,Dinosaur Bar-B-Que,4.0,Other
Manhattan,Chinese,Flor De Mayo,4.0,Asian
Manhattan,Cuban,Flor De Mayo,4.0,Latin American
Manhattan,Peruvian,Flor De Mayo,4.0,Latin American
Manhattan,New American,Momofuku Noodle Bar - Uptown,4.0,American
Manhattan,Noodles,Momofuku Noodle Bar - Uptown,4.0,Asian
Manhattan,Ramen,Momofuku Noodle Bar - Uptown,4.0,Asian
Manhattan,Caribbean,Jasmine's Caribbean Cuisine,4.2,Other
Manhattan,Seafood,Jasmine's Caribbean Cuisine,4.2,Seafood
Manhattan,Cocktail Bars,Jasmine's Caribbean Cuisine,4.2,Bars & Nightlife
Manhattan,Mediterranean,Ali Baba Mediterranean And Turkish Cuisine,4.7,Middle Eastern & Mediterranean
Manhattan,Halal,Ali Baba Mediterranean And Turkish Cuisine,4.7,Middle Eastern & Mediterranean
Manhattan,Turkish,Ali Baba Mediterranean And Turkish Cuisine,4.7,Middle Eastern & Mediterranean
Manhattan,Turkish,Saray Cuisine,4.3,Middle Eastern & Mediterranean
Manhattan,Mediterranean,Saray Cuisine,4.3,Middle Eastern & Mediterranean
Manhattan,Indian,Jaz Indian Cuisine,4.4,Asian
Manhattan,Seafood,Jaz Indian Cuisine,4.4,Seafood
Manhattan,Bars,Jaz Indian Cuisine,4.4,Bars & Nightlife
Manhattan,Indian,Bawarchi Indian Cuisine,4.0,Asian
Manhattan,Soup,Bawarchi Indian Cuisine,4.0,Asian
Manhattan,Seafood,Bawarchi Indian Cuisine,4.0,Seafood
Manhattan,Thai,Der Krung Thai Cuisine,4.1,Asian
Manhattan,Indian,Aangan Indian Cuisine,3.5,Asian
Manhattan,Thai,Grata Thai Cuisine,4.4,Asian
Manhattan,Soup,Grata Thai Cuisine,4.4,Asian
Manhattan,Noodles,Grata Thai Cuisine,4.4,Asian
Manhattan,Indian,Cloves Indian Cuisine,4.8,Asian
Manhattan,Indian,Karahi Indian Cuisine,4.6,Asian
Manhattan,Indian,Tadka Indian Cuisine,4.0,Asian
Manhattan,Diners,Tadka Indian Cuisine,4.0,American
Manhattan,Buffets,Tadka Indian Cuisine,4.0,Other
Manhattan,Turkish,Akdeniz Mediterranean Cuisine,4.1,Middle Eastern & Mediterranean
